OBJECTID,INCNUM,YMD_TM,OCCURRED_DT,OCCURRED_TM,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,DISPOSITION,STREET_N,STREET,STREET_T,STREET_G,CITY,UOF_FORCE_TYPE,UOF_REASON,SERVICE_TYPE,CIT_ARRESTED,CITCHARGE_TYPE,CIT_WEAPON_TYPE,CIT_INJURED,CIT_HOSPITAL,OFF_INJURED,OFF_HOSPITAL,CIT_NUM,CIT_RACE,CIT_SEX,CIT_AGE,CIT_COND_TYPE,OFF_NUM,OFF_RACE,OFF_SEX,OFF_AGE,OFF_YR_EMPLOY,OFF_COND_TYPE,STATE,OCCURRED_WEEK_DAY,OCCURRED_HOUR,OCCURRED_QUARTER,OCCURRED_YEAR,"""INDOT"""
34379,15213,2016-07-07T13:00:00Z,2016-07-07,13:00:00:000,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,12TH RECRUIT CLASS,IN COMPLIANCE,4545,MADISON,AVENUE, ,INDIANAPOLIS,PHYSICAL,NON-COMPLIANT,ARREST,YES,UNREPORTED,UNREPORTED,NO,YES,NO,NO,8462,WHITE,MALE,999999,COMPLAINT OF PAIN,541,WHITE,MALE,66,45,UNREPORTED,IN,Thu,13,3,2016,INDOT
34383,15238,2016-07-09T00:53:00Z,2016-07-09,00:53:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,CHESTER,AVENUE,N,INDIANAPOLIS,PHYSICAL,RESISTING ARREST,CALL FOR SERVICE,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,YES,YES,NO,NO,8479,BLACK,MALE,55,LACERATION,3143,WHITE,MALE,34,8,UNREPORTED,IN,Sat,0,3,2016,INDOT
34483,21227,2017-06-03T22:50:00Z,2017-06-03,22:50:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,BRADBURY,AVENUE,W,INDIANAPOLIS,PHYSICAL,NON-COMPLIANT,ARREST,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,YES,NO,NO,NO,12485,WHITE,MALE,44,MINOR BLEEDING,3237,WHITE,MALE,34,3,UNREPORTED,IN,Sat,22,2,2017,INDOT
34488,21260,2017-06-05T17:30:00Z,2017-06-05,17:30:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,CLOVERLEAF,NA, ,INDIANAPOLIS,Taser,FLEEING,ARREST,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,YES,YES,YES,YES,12496,WHITE,MALE,17,MINOR SCRAPES,3423,WHITE,MALE,29,1,COMPLAINT OF PAIN,IN,Mon,17,2,2017,INDOT
34492,21271,2017-06-06T10:26:00Z,2017-06-06,10:26:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,NEIGHBORHOOD IMPACT,FLEX TEAM,IN COMPLIANCE,4545,TACOMA,AVENUE,S,INDIANAPOLIS,PHYSICAL,FLEEING,ARREST,YES,DRIVING WHILE SUSPENDED,UNREPORTED,YES,NO,NO,NO,12505,WHITE,MALE,40,MINOR SCRAPES,1890,WHITE,MALE,39,11,NO INJURIES NOTED OR VISIBLE,IN,Tue,10,2,2017,INDOT
34498,17396,2016-11-10T18:00:00Z,2016-11-10,18:00:00:000,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,12TH RECRUIT CLASS,IN COMPLIANCE,4545,EVANSTON,AVENUE,N,INDIANAPOLIS,HANDCUFFING,NON-COMPLIANT,NOT APPLICABLE,NO,IMMEDIATE DETENTION,UNREPORTED,NO,YES,NO,NO,10003,WHITE,FEMALE,13,NO INJURIES NOTED OR VISIBLE,3408,WHITE,MALE,24,0,UNREPORTED,IN,Thu,18,4,2016,INDOT
34497,17394,2016-11-10T15:00:00Z,2016-11-10,15:00:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,WINTHROP,AVENUE,N,INDIANAPOLIS,PHYSICAL,NON-COMPLIANT,ARREST,YES,UNREPORTED,UNREPORTED,NO,YES,NO,NO,9996,BLACK,MALE,28,UNREPORTED,3283,WHITE,MALE,26,2,UNREPORTED,IN,Thu,15,4,2016,INDOT
34575,21063,2017-05-23T17:41:00Z,2017-05-23,17:41:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,VALLEY FARMS TRAIL,NA, ,INDIANAPOLIS,PHYSICAL,ASSAULTING OFFICER(S),CALL FOR SERVICE,YES,BATTERY M,UNREPORTED,NO,NO,YES,NO,12387,BLACK,MALE,16,NO INJURIES NOTED OR VISIBLE,3355,WHITE,MALE,29,1,MINOR SCRAPES,IN,Tue,17,2,2017,INDOT
34594,14596,2016-06-03T02:14:00Z,2016-06-03,02:14:00:000,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,NOT IN COMPLIANCE,4545,MERIDIAN,STREET,S,INDIANAPOLIS,PHYSICAL,RESISTING ARREST,ARREST,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,NO,NO,NO,NO,8027,BI-RACIAL,MALE,22,NO INJURIES NOTED OR VISIBLE,1814,WHITE,MALE,42,10,NO INJURIES NOTED OR VISIBLE,IN,Fri,2,2,2016,INDOT
34591,14496,2016-05-29T06:44:00Z,2016-05-29,06:44:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,HIGH SCHOOL,ROAD,N,INDIANAPOLIS,BEAN BAG,NON-COMPLIANT,SWAT INCIDENT,YES,POSSESSION OF FIREARM,UNREPORTED,YES,YES,NO,NO,7977,BLACK,MALE,17,SWELLING,2208,WHITE,MALE,39,12,UNREPORTED,IN,Sun,6,2,2016,INDOT
34595,14646,2016-06-04T15:50:00Z,2016-06-04,15:50:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,HIGH SCHOOL,ROAD,S,INDIANAPOLIS,Taser,FLEEING,TRAFFIC STOP,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,NO,YES,NO,NO,8063,WHITE,MALE,21,LACERATION,3252,WHITE,MALE,24,2,NO INJURIES NOTED OR VISIBLE,IN,Sat,15,2,2016,INDOT
34609,14705,2016-06-06T13:43:00Z,2016-06-06,13:43:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE DETECTIVE SECTION,SE DETECTIVE DAY SHIFT,IN COMPLIANCE,4545,SOUTHPORT,ROAD,E,INDIANAPOLIS,PHYSICAL,COMBATIVE SUSPECT,ARREST,YES,THEFT/RECEIVING STOLEN PROPERTY,UNREPORTED,NO,NO,NO,NO,8095,BLACK,FEMALE,20,UNREPORTED,1464,WHITE,MALE,41,15,UNREPORTED,IN,Mon,13,2,2016,INDOT
34613,14811,2016-06-12T03:27:00Z,2016-06-12,03:27:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW DAY SHIFT,UNREPORTED,NOT IN COMPLIANCE,4545,MERIDIAN,STREET,S,INDIANAPOLIS,Taser,ASSAULTING CITIZEN(S),ERG INCIDENT,YES,DISORDERLY CONDUCT,UNREPORTED,YES,NO,NO,NO,8178,BLACK,MALE,27,MINOR BLEEDING,1358,WHITE,MALE,47,14,UNREPORTED,IN,Sun,3,2,2016,INDOT
34615,14881,2016-06-20T21:00:00Z,2016-06-20,21:00:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,SHADELAND,AVENUE,N,INDIANAPOLIS,PHYSICAL,NON-COMPLIANT,WARRANT SERVICE,YES,DRIVING WHILE SUSPENDED,UNREPORTED,NO,NO,NO,NO,8228,BLACK,MALE,34,COMPLAINT OF PAIN,3209,HISPANIC,MALE,30,2,UNREPORTED,IN,Mon,21,2,2016,INDOT
34616,15131,2016-07-02T18:00:00Z,2016-07-02,18:00:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,MARYLAND,STREET,W,INDIANAPOLIS,BATON,ASSAULTING OFFICER(S),ARREST,YES,DISORDERLY CONDUCT,UNREPORTED,YES,NO,NO,NO,8396,BLACK,FEMALE,15,COMPLAINT OF PAIN,695,WHITE,MALE,42,16,NO INJURIES NOTED OR VISIBLE,IN,Sat,18,3,2016,INDOT
34618,15294,2016-07-11T17:58:00Z,2016-07-11,17:58:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,OCEANLINE,DRIVE, ,INDIANAPOLIS,SMOKE GRENADE/TEAR GAS/FLASH BANG,NON-COMPLIANT,CALL FOR SERVICE,YES,RESIDENTIAL ENTRY,UNREPORTED,NO,NO,NO,NO,8495,WHITE,MALE,50,NO INJURIES NOTED OR VISIBLE,3142,WHITE,FEMALE,44,8,NO INJURIES NOTED OR VISIBLE,IN,Mon,17,3,2016,INDOT
34622,15449,2016-07-14T22:38:00Z,2016-07-14,22:38:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,UNREPORTED,UNREPORTED,4545,CLOVER,DRIVE, ,INDIANAPOLIS,UNREPORTED,COMBATIVE SUSPECT,ARREST,YES,UNREPORTED,UNREPORTED,YES,YES,NO,NO,8545,BLACK,MALE,39,COMPLAINT OF PAIN,2722,WHITE,MALE,38,8,UNREPORTED,IN,Thu,22,3,2016,INDOT
34624,20008,2017-03-25T18:44:00Z,2017-03-25,18:44:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,N MICHIGAN,ROAD, ,INDIANAPOLIS,PHYSICAL,FLEEING,TRAFFIC STOP,YES,POSSESSION OF FIREARM,UNREPORTED,YES,YES,NO,NO,8598,BLACK,MALE,35,COMPLAINT OF PAIN,3330,WHITE,MALE,32,1,NO INJURIES NOTED OR VISIBLE,IN,Sat,18,1,2017,INDOT
34629,21175,2017-05-31T13:05:00Z,2017-05-31,13:05:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - DAY,IN COMPLIANCE,4545,KAPPES,NA, ,INDIANAPOLIS,CANINE BITE,NON-COMPLIANT,REQUEST FOR PSD,YES,WARRANT ARREST,UNREPORTED,YES,YES,NO,NO,12451,BLACK,MALE,999999,CANINE BITE,2234,WHITE,MALE,46,23,UNREPORTED,IN,Wed,13,2,2017,INDOT
34638,21280,2017-06-06T04:16:00Z,2017-06-06,04:16:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,COLD SPRING RD,ROAD,N,INDIANAPOLIS,Taser,FLEEING,INVESTIGATION,YES,WARRANT ARREST,UNREPORTED,YES,YES,YES,NO,12510,BLACK,MALE,34,COMPLAINT OF PAIN,999999,UNREPORTED,UNREPORTED,999999,0,UNREPORTED,IN,Tue,4,2,2017,INDOT
34668,17509,2016-11-16T16:24:00Z,2016-11-16,16:24:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE DAY SHIFT,SE DAY SHIFT 2ND RC,IN COMPLIANCE,4545,SHELBY,STREET,S,INDIANAPOLIS,Taser,RESISTING ARREST,INVESTIGATION,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,NO,NO,NO,NO,10071,WHITE,MALE,30,NO INJURIES NOTED OR VISIBLE,715,WHITE,MALE,49,26,NO INJURIES NOTED OR VISIBLE,IN,Wed,16,4,2016,INDOT
34672,17534,2016-11-17T22:15:00Z,2016-11-17,22:15:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,16TH,STREET,E,INDIANAPOLIS,PHYSICAL,NON-COMPLIANT,CALL FOR SERVICE,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,YES,NO,NO,NO,10089,BI-RACIAL,MALE,42,COMPLAINT OF PAIN,28,WHITE,MALE,49,16,NO INJURIES NOTED OR VISIBLE,IN,Thu,22,4,2016,INDOT
34673,17633,2016-11-23T17:49:00Z,2016-11-23,17:49:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,WALSHAM,WAY, ,INDIANAPOLIS,Taser,FLEEING,ARREST,YES,BATTERY F,UNREPORTED,NO,NO,NO,NO,10153,BLACK,MALE,31,NO INJURIES NOTED OR VISIBLE,3445,WHITE,MALE,26,0,NO INJURIES NOTED OR VISIBLE,IN,Wed,17,4,2016,INDOT
34679,17651,2016-11-26T04:10:00Z,2016-11-26,04:10:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,VIRGINIA,AVENUE, ,INDIANAPOLIS,PHYSICAL,COMBATIVE SUSPECT,CALL FOR SERVICE,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,NO,NO,NO,NO,10171,BLACK,MALE,25,NO INJURIES NOTED OR VISIBLE,1364,WHITE,MALE,40,14,NO INJURIES NOTED OR VISIBLE,IN,Sat,4,4,2016,INDOT
34687,17614,2016-11-22T21:39:00Z,2016-11-22,21:39:00:000,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,UNREPORTED,IN COMPLIANCE,4545,BROOKFIELD,COURT, ,INDIANAPOLIS,PHYSICAL,RESISTING ARREST,ARREST,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,NO,YES,NO,NO,10137,BLACK,MALE,20,UNREPORTED,2512,BLACK,MALE,38,9,UNREPORTED,IN,Tue,21,4,2016,INDOT
34695,15387,2016-07-17T17:30:00Z,2016-07-17,17:30:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,TORINO,COURT, ,INDIANAPOLIS,PHYSICAL,ASSAULTING OFFICER(S),ARREST,YES,BATTERY F,UNREPORTED,NO,NO,YES,NO,8581,BLACK,MALE,35,UNREPORTED,3374,WHITE,MALE,30,1,COMPLAINT OF PAIN,IN,Sun,17,3,2016,INDOT
34692,15286,2016-07-11T18:42:00Z,2016-07-11,18:42:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,OCEANLINE,DRIVE, ,INDIANAPOLIS,LESS LETHAL-CLEAROUT OC,RESISTING ARREST,SWAT INCIDENT,YES,VIOLATION OF PROTECTIVE ORDER M,UNREPORTED,NO,NO,NO,NO,8495,WHITE,MALE,50,NO INJURIES NOTED OR VISIBLE,3035,WHITE,MALE,30,6,NO INJURIES NOTED OR VISIBLE,IN,Mon,18,3,2016,INDOT
34729,15499,2016-07-25T05:13:00Z,2016-07-25,05:13:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,44TH,STREET,E,INDIANAPOLIS,PHYSICAL,RESISTING ARREST,ARREST,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,NO,YES,NO,NO,8679,BLACK,MALE,24,NO INJURIES NOTED OR VISIBLE,2895,WHITE,MALE,29,7,UNREPORTED,IN,Mon,5,3,2016,INDOT
34731,15537,2016-07-25T17:00:00Z,2016-07-25,17:00:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,SHERIDAN,AVENUE, ,INDIANAPOLIS,PHYSICAL,RESISTING ARREST,TRAFFIC STOP,YES,POSSESSION OF PARAPHERNALIA,UNREPORTED,YES,NO,NO,NO,8697,BLACK,MALE,32,COMPLAINT OF PAIN,3209,HISPANIC,MALE,30,2,UNREPORTED,IN,Mon,17,3,2016,INDOT
34774,21221,2017-06-03T14:25:00Z,2017-06-03,14:25:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW DAY SHIFT,NW DAY SHIFT 2ND RC,IN COMPLIANCE,4545,RIVERSIDE,DRIVE,E,INDIANAPOLIS,PHYSICAL,COMBATIVE SUSPECT,ARREST,YES,ARSON,UNREPORTED,NO,YES,NO,NO,12553,UNREPORTED,MALE,999999,COMPLAINT OF PAIN,1641,BLACK,MALE,56,23,NO INJURIES NOTED OR VISIBLE,IN,Sat,14,2,2017,INDOT
34787,17663,2016-11-26T03:40:00Z,2016-11-26,03:40:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,MANN,ROAD, ,INDIANAPOLIS,PHYSICAL,COMBATIVE SUSPECT,INVESTIGATION,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,YES,NO,NO,NO,10187,WHITE,MALE,25,MINOR SCRAPES,2983,WHITE,MALE,35,6,NO INJURIES NOTED OR VISIBLE,IN,Sat,3,4,2016,INDOT
34790,17673,2016-11-26T16:38:00Z,2016-11-26,16:38:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,BANKERS,LANE,S,INDIANAPOLIS,PHYSICAL,COMBATIVE SUSPECT,ARREST,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,NO,NO,NO,NO,10198,HISPANIC,MALE,68,MINOR SCRAPES,3381,WHITE,MALE,32,1,NO INJURIES NOTED OR VISIBLE,IN,Sat,16,4,2016,INDOT
34793,17693,2016-11-28T11:00:00Z,2016-11-28,11:00:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE DAY SHIFT,SE DAY SHIFT 2ND RC,IN COMPLIANCE,4545,THOMPSON,ROAD,E,INDIANAPOLIS,Taser,COMBATIVE SUSPECT,ARREST,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,NO,NO,NO,NO,10214,WHITE,MALE,29,NO INJURIES NOTED OR VISIBLE,715,WHITE,MALE,49,26,NO INJURIES NOTED OR VISIBLE,IN,Mon,11,4,2016,INDOT
34799,17792,2016-12-04T19:10:00Z,2016-12-04,19:10:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,CENTRAL,AVENUE, ,INDIANAPOLIS,PHYSICAL,COMBATIVE SUSPECT,ARREST,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,NO,NO,NO,NO,10271,BLACK,MALE,14,UNREPORTED,2904,WHITE,MALE,29,7,UNREPORTED,IN,Sun,19,4,2016,INDOT
34806,17968,2016-12-12T17:25:00Z,2016-12-12,17:25:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,MORRIS,STREET,E,INDIANAPOLIS,PHYSICAL,ASSAULTING OFFICER(S),ARREST,YES,BATTERY F,UNREPORTED,YES,NO,NO,NO,10357,WHITE,MALE,64,MINOR BLEEDING,3381,WHITE,MALE,32,1,NO INJURIES NOTED OR VISIBLE,IN,Mon,17,4,2016,INDOT
34815,17874,2016-12-06T20:20:00Z,2016-12-06,20:20:00:000,OPERATIONS DIVISION,NORTH DISTRICT,NEIGHBORHOOD IMPACT,FLEX TEAM,IN COMPLIANCE,4545,DREXEL,AVENUE,N,INDIANAPOLIS,PHYSICAL,ASSAULTING OFFICER(S),ARREST,YES,UNREPORTED,UNREPORTED,YES,NO,YES,YES,10307,BLACK,MALE,31,COMPLAINT OF PAIN,3010,WHITE,MALE,32,6,BITE MARK,IN,Tue,20,4,2016,INDOT
34816,18012,2016-12-09T04:02:00Z,2016-12-09,04:02:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,WASHINGTON,STREET,W,INDIANAPOLIS,HANDCUFFING,RESISTING ARREST,ASSISTING A CITIZEN,YES,BURGLARY,UNREPORTED,NO,NO,NO,NO,10398,WHITE,MALE,22,UNREPORTED,3414,WHITE,MALE,24,1,UNREPORTED,IN,Fri,4,4,2016,INDOT
34819,18057,2016-12-16T14:13:00Z,2016-12-16,14:13:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,WASHINGTON,STREET,E,INDIANAPOLIS,Taser,FLEEING,ARREST,YES,SHOPLIFTING  THEFT,UNREPORTED,NO,NO,NO,NO,10416,BLACK,MALE,23,UNREPORTED,2574,BLACK,MALE,32,9,UNREPORTED,IN,Fri,14,4,2016,INDOT
34821,18065,2016-12-17T16:34:00Z,2016-12-17,16:34:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,RICHARDT,AVENUE,N,INDIANAPOLIS,Taser,NON-COMPLIANT,CALL FOR SERVICE,NO,UNREPORTED,UNREPORTED,YES,YES,NO,NO,10421,WHITE,MALE,21,COMPLAINT OF PAIN,2568,WHITE,MALE,33,9,UNREPORTED,IN,Sat,16,4,2016,INDOT
34822,18140,2016-12-23T03:38:00Z,2016-12-23,03:38:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,UNREPORTED,IN COMPLIANCE,4545,LUPINE,DRIVE, ,INDIANAPOLIS,HANDCUFFING,NON-COMPLIANT,ARREST,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,NO,YES,NO,NO,10482,BLACK,FEMALE,34,UNREPORTED,3449,WHITE,MALE,25,1,UNREPORTED,IN,Fri,3,4,2016,INDOT
34828,18157,2016-12-25T13:09:00Z,2016-12-25,13:09:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,IN COMPLIANCE,4545,GRANT,AVENUE,N,INDIANAPOLIS,HANDCUFFING,RESISTING ARREST,CALL FOR SERVICE,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,YES,YES,NO,NO,10498,BLACK,FEMALE,65,COMPLAINT OF PAIN,2730,WHITE,MALE,38,10,UNREPORTED,IN,Sun,13,4,2016,INDOT
34830,18169,2016-12-26T20:03:00Z,2016-12-26,20:03:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,ORANGE,STREET, ,INDIANAPOLIS,HANDCUFFING,ASSAULTING OFFICER(S),ARREST,YES,BATTERY F,UNREPORTED,NO,NO,NO,NO,10507,WHITE,FEMALE,42,UNREPORTED,3375,WHITE,MALE,27,1,UNREPORTED,IN,Mon,20,4,2016,INDOT
34832,18176,2016-12-25T13:23:00Z,2016-12-25,13:23:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW DAY SHIFT,NW DAY SHIFT,IN COMPLIANCE,4545,IRON TRAIL,NA, ,INDIANAPOLIS,PHYSICAL,RESISTING ARREST,ARREST,YES,BATTERY F,UNREPORTED,NO,NO,YES,NO,10514,WHITE,MALE,36,NO INJURIES NOTED OR VISIBLE,3319,HISPANIC,MALE,37,1,COMPLAINT OF PAIN,IN,Sun,13,4,2016,INDOT
34836,18191,2016-12-28T09:30:00Z,2016-12-28,09:30:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY TACTICAL SHIFT,UNREPORTED,IN COMPLIANCE,4545,EXETER,AVENUE,N,INDIANAPOLIS,PHYSICAL,COMBATIVE SUSPECT,ARREST,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,NO,NO,NO,NO,10530,WHITE,MALE,18,SWELLING,2026,WHITE,MALE,45,12,UNREPORTED,IN,Wed,9,4,2016,INDOT
34857,18250,2017-01-02T17:40:00Z,2017-01-02,17:40:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,MEADOWS EDGE,LANE, ,INDIANAPOLIS,LESS LETHAL-CS/OC,RESISTING ARREST,CALL FOR SERVICE,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,NO,NO,NO,NO,10571,WHITE,FEMALE,32,NO INJURIES NOTED OR VISIBLE,2449,WHITE,MALE,43,9,COMPLAINT OF PAIN,IN,Mon,17,1,2017,INDOT
34859,18395,2017-01-09T23:55:00Z,2017-01-09,23:55:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - LATE TACTICAL,IN COMPLIANCE,4545,ROBTON,AVENUE,S,INDIANAPOLIS,CANINE BITE,RESISTING ARREST,REQUEST FOR PSD,YES,RESISTING LAW ENFORCEMENT F,UNREPORTED,YES,YES,NO,NO,10632,WHITE,MALE,28,CANINE BITE,1964,WHITE,MALE,42,13,UNREPORTED,IN,Mon,23,1,2017,INDOT
34862,18443,2017-01-04T01:35:00Z,2017-01-04,01:35:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - LATE,IN COMPLIANCE,4545,MICHIGAN,ROAD,N,INDIANAPOLIS,CANINE BITE,NON-COMPLIANT,REQUEST FOR PSD,YES,BURGLARY,UNREPORTED,YES,YES,NO,NO,10671,BLACK,MALE,16,CANINE BITE,2153,WHITE,MALE,57,20,NO INJURIES NOTED OR VISIBLE,IN,Wed,1,1,2017,INDOT
34863,36516,2019-05-13T17:00:00Z,2019-05-13,17:00:00:000,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,18TH RECRUIT CLASS,IN COMPLIANCE,4545,HANNA VILLAGE,DRIVE, ,INDIANAPOLIS,Taser,NON-COMPLIANT,INVESTIGATION,NO,RESISTING LAW ENFORCEMENT M,UNREPORTED,NO,NO,NO,NO,10675,BLACK,MALE,47,NO INJURIES NOTED OR VISIBLE,3844,WHITE,MALE,31,0,NO INJURIES NOTED OR VISIBLE,IN,Mon,17,2,2019,INDOT
34899,18346,2017-01-07T18:06:00Z,2017-01-07,18:06:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,BOULEVARD,PLACE, ,INDIANAPOLIS,PHYSICAL,NON-COMPLIANT,TRAFFIC STOP,YES,UNREPORTED,UNREPORTED,NO,NO,NO,NO,10614,BLACK,FEMALE,27,COMPLAINT OF PAIN,3461,WHITE,MALE,30,1,UNREPORTED,IN,Sat,18,1,2017,INDOT
34901,33869,2019-02-06T19:31:00Z,2019-02-06,19:31:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,16TH,STREET,E,INDIANAPOLIS,PHYSICAL,NON-COMPLIANT,ARREST,YES,RESISTING LAW ENFORCEMENT M,UNREPORTED,NO,NO,NO,NO,10675,BLACK,MALE,46,UNREPORTED,3256,HISPANIC,MALE,27,4,UNREPORTED,IN,Wed,19,1,2019,INDOT
34925,18481,2017-01-13T17:45:00Z,2017-01-13,17:45:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,IN COMPLIANCE,4545,WASHINGTON,STREET,E,INDIANAPOLIS,PHYSICAL,ASSAULTING OFFICER(S),ASSISTING OTHER AGENCY,YES,BATTERY F,UNREPORTED,NO,NO,YES,NO,10698,BLACK,MALE,54,MINOR SCRAPES,3086,WHITE,MALE,31,8,MINOR SCRAPES,IN,Fri,17,1,2017,INDOT
