OBJECTID,INCNUM,INCIDENT_TYPE,SERVICE_TYPE,SOURCE,OCCURRED_DT,OCCURRED_YEAR,OCCURRED_MONTH,OCCURRED_DAY,OCCURRED_TM,OCCURRED_HOUR,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,ALG_CLASS,ALLEGATION,FINDING,ADDR_TXT,STREET_N,STREET,STREET_T,STREET_G,CITY,CITNUM,CIT_RACE,CIT_SEX,CIT_AGE,OFF_NUM,OFF_RACE,OFF_SEX,OFF_AGE,OFF_YR_EMPLOY,LINKNUM,OCCURRED_DATE_AND_TIME
1424,12336,Citizen Complaint,Investigation,CPCO (Formal),2016-01-27,2016,1,27,23:30:00:000,23,CRIMINAL INVESTIGATION DIVISION,HOMICIDE AND ROBBERY,ROBBERY/AGG ASSAULT SECTION,ROBBERY/AGG ASSAULT UNIT (LATE),Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,808,Bradley,Avenue,N,Indianapolis,6538,White,Male,29,258,White,Male,43,17,16-009,2016-01-28T04:30:00Z
1425,12357,Citizen Complaint,Investigation,CPCO (Informal),2016-01-20,2016,1,20,15:00:00:000,15,RESERVES,PLATOON 1,SQUAD 2,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Unfounded,Incident Location,9050,33rd,Street,E,Indianapolis,6557,Black,Female,42,2687,Unreported,Male,64,Unreported,16-606,2016-01-20T20:00:00Z
1426,12357,Citizen Complaint,Investigation,CPCO (Informal),2016-01-20,2016,1,20,15:00:00:000,15,RESERVES,PLATOON 1,SQUAD 2,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Unfounded,Incident Location,9050,33rd,Street,E,Indianapolis,6557,Black,Female,42,2431,Unreported,Male,51,Unreported,16-606,2016-01-20T20:00:00Z
1427,12359,Citizen Complaint,Not Applicable,CPCO (Informal),2016-01-09,2016,1,9,21:35:00:000,21,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,Unreported,Vehicle Operation,Aggressive or unsafe driving,Exonerated,Incident Location,6500,82nd,Street,E,Indianapolis,6559,White,Female,42,2976,White,Male,30,5,16-607,2016-01-10T02:35:00Z
1428,12361,Citizen Complaint,Arrest,CPCO (Informal),2015-06-28,2015,6,28,03:22:00:000,3,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,247,Meridian,Street,S,Indianapolis,4422,Bi-Racial,Female,25,2087,Black,Male,43,11,16-608,2015-06-28T07:22:00Z
1429,12361,Citizen Complaint,Arrest,CPCO (Informal),2015-06-28,2015,6,28,03:22:00:000,3,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,Unreported,Use of Force,Members shall not use more force than reasonably necessary,Exonerated,Incident Location,247,Meridian,Street,S,Indianapolis,4422,Bi-Racial,Female,25,2087,Black,Male,43,11,16-608,2015-06-28T07:22:00Z
1430,12366,Citizen Complaint,Traffic Stop,CPCO (Informal),2016-02-02,2016,2,2,12:40:00:000,12,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY TACTICAL SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,3700,Murray,Street,W,Indianapolis,6560,White,Male,20,605,White,Male,49,24,16-610,2016-02-02T17:40:00Z
1431,12370,Citizen Complaint,Call For Service,CPCO (Informal),2016-01-15,2016,1,15,15:30:00:000,15,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY TACTICAL SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,8035,Milhouse,Road,NA,Indianapolis,6564,White,Male,56,605,White,Male,49,24,16-611,2016-01-15T20:30:00Z
1432,12387,Citizen Complaint,Traffic Stop,CPCO (Informal),2015-12-20,2015,12,20,21:10:00:000,21,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,8500,Washington,Street,E,Indianapolis,6576,White,Male,27,2874,White,Male,26,1,16-609,2015-12-21T02:10:00Z
1433,12369,Citizen Complaint,Not Applicable,CPCO (Informal),2016-02-01,2016,2,1,19:00:00:000,19,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY TACTICAL SHIFT,Unreported,Vehicle Operation,Misuse of emergency lights or siren,Sustained,Incident Location,1835,US Highway 231,NA,S,Crawfordsville,6562,Unreported,Female,121,1420,Hispanic,Male,49,14,CC 16-612,2016-02-02T00:00:00Z
1434,12369,Citizen Complaint,Not Applicable,CPCO (Informal),2016-02-01,2016,2,1,19:00:00:000,19,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY TACTICAL SHIFT,Unreported,Vehicle Operation,Violation of take-home vehicle restrictions,Sustained,Incident Location,1835,US Highway 231,NA,S,Crawfordsville,6562,Unreported,Female,121,1420,Hispanic,Male,49,14,CC 16-612,2016-02-02T00:00:00Z
1435,12416,Citizen Complaint,Not Applicable,CPCO (Informal),2015-12-10,2015,12,10,08:05:00:000,8,RESERVES,PLATOON 4,SQUAD 2,Unreported,Vehicle Operation,Aggressive or unsafe driving,Unfounded,Incident Location,14600,Hazel Dell,Parkway,NA,Carmel,6584,Unreported,Male,121,2390,Unreported,Male,46,11,16-613,2015-12-10T13:05:00Z
1436,12183,Citizen Complaint,Call For Service,CPCO (Informal),2015-10-11,2015,10,11,19:00:00:000,19,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,2942,Steeples,Drive,NA,Indianapolis,6425,Black,Female,30,2989,White,Male,33,5,16-604,2015-10-11T23:00:00Z
1437,12562,Citizen Complaint,Traffic Stop,CPCO (Informal),2016-02-13,2016,2,13,22:00:00:000,22,OPERATIONS DIVISION,PARK RANGERS,RESERVE PARK RANGER,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,100,Senate,Ave,N,Indianapolis,6692,Unreported,Male,121,3079,White,Male,46,3,16-615,2016-02-14T03:00:00Z
1438,12562,Citizen Complaint,Traffic Stop,CPCO (Informal),2016-02-13,2016,2,13,22:00:00:000,22,OPERATIONS DIVISION,PARK RANGERS,RESERVE PARK RANGER,Unreported,Vehicle Operation,Speeding,Not Sustained,Incident Location,100,Senate,Ave,N,Indianapolis,6692,Unreported,Male,121,3079,White,Male,46,3,16-615,2016-02-14T03:00:00Z
1439,12562,Citizen Complaint,Traffic Stop,CPCO (Informal),2016-02-13,2016,2,13,22:00:00:000,22,OPERATIONS DIVISION,PARK RANGERS,RESERVE PARK RANGER,Unreported,Citizen Interaction,Failure to provide name or badge number,Not Sustained,Incident Location,100,Senate,Ave,N,Indianapolis,6692,Unreported,Male,121,3079,White,Male,46,3,16-615,2016-02-14T03:00:00Z
1440,12561,Citizen Complaint,Not Applicable,CPCO (Informal),2016-02-12,2016,2,12,16:00:00:000,16,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,SWAT SECTION,SWAT UNIT,Vehicle Operation,Aggressive or unsafe driving,Not Sustained,Incident Location,100,Senate,Ave,N,Indianapolis,6691,Unreported,Male,121,424,White,Male,39,17,16-614,2016-02-12T21:00:00Z
1441,12563,Citizen Complaint,Not Applicable,CPCO (Formal),2016-02-15,2016,2,15,14:00:00:000,14,CRIMINAL INVESTIGATION DIVISION,HOMICIDE AND ROBBERY,HOMICIDE SECTION (MIDDLE),HOMICIDE UNIT (MIDDLE),Citizen Interaction,"Rude, demeaning, or affronting language",Unfounded,Incident Location,200,Washington,Street,E,Indianapolis,6693,Black,Male,40,2525,Black,Male,39,8,16-011,2016-02-15T19:00:00Z
1442,12563,Citizen Complaint,Not Applicable,CPCO (Formal),2016-02-15,2016,2,15,14:00:00:000,14,CRIMINAL INVESTIGATION DIVISION,HOMICIDE AND ROBBERY,HOMICIDE SECTION (MIDDLE),HOMICIDE UNIT (MIDDLE),Citizen Interaction,Indecent or lewd language,Unfounded,Incident Location,200,Washington,Street,E,Indianapolis,6693,Black,Male,40,2525,Black,Male,39,8,16-011,2016-02-15T19:00:00Z
1443,12563,Citizen Complaint,Not Applicable,CPCO (Formal),2016-02-15,2016,2,15,14:00:00:000,14,CRIMINAL INVESTIGATION DIVISION,HOMICIDE AND ROBBERY,HOMICIDE SECTION (MIDDLE),HOMICIDE UNIT (MIDDLE),Citizen Interaction,Failure to provide name or badge number,Exonerated,Incident Location,200,Washington,Street,E,Indianapolis,6693,Black,Male,40,2525,Black,Male,39,8,16-011,2016-02-15T19:00:00Z
1444,12575,Citizen Complaint,Investigation,CPCO (Informal),2016-02-16,2016,2,16,12:15:00:000,12,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,ACCIDENT INVESTIGATIONS UNIT,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,3360,Keystone,Avenue,N,Indianapolis,6701,Other,Male,28,1385,Black,Female,58,14,16-616,2016-02-16T17:15:00Z
1445,12575,Citizen Complaint,Investigation,CPCO (Informal),2016-02-16,2016,2,16,12:15:00:000,12,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,ACCIDENT INVESTIGATIONS UNIT,Substandard Performance,Failure to properly investigate crash,Not Sustained,Incident Location,3360,Keystone,Avenue,N,Indianapolis,6701,Other,Male,28,1385,Black,Female,58,14,16-616,2016-02-16T17:15:00Z
1446,12575,Citizen Complaint,Investigation,CPCO (Informal),2016-02-16,2016,2,16,12:15:00:000,12,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,ACCIDENT INVESTIGATIONS UNIT,Citizen Interaction,Failure to request a supervisor when a citizen desires to make a complaint,Not Sustained,Incident Location,3360,Keystone,Avenue,N,Indianapolis,6701,Other,Male,28,1385,Black,Female,58,14,16-616,2016-02-16T17:15:00Z
1447,12576,Citizen Complaint,Call For Service,CPCO (Informal),2016-02-12,2016,2,12,13:35:00:000,13,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Substandard Performance,Failure to take proper law enforcement action,Not Sustained,Incident Location,4005,11th,Street,E,Indianapolis,6702,Hispanic,Male,121,3127,White,Female,38,7,16-617,2016-02-12T18:35:00Z
1448,12578,Citizen Complaint,Traffic Stop,CPCO (Formal),2016-02-13,2016,2,13,10:00:00:000,10,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,100,Senate,Ave,N,Indianapolis,6705,White,Male,18,1728,Black,Male,38,7,16-010,2016-02-13T15:00:00Z
1449,12578,Citizen Complaint,Traffic Stop,CPCO (Formal),2016-02-13,2016,2,13,10:00:00:000,10,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,Unreported,Vehicle Operation,Speeding,Not Sustained,Incident Location,100,Senate,Ave,N,Indianapolis,6705,White,Male,18,1728,Black,Male,38,7,16-010,2016-02-13T15:00:00Z
1450,12631,Citizen Complaint,Call For Service,CPCO (Informal),2016-02-16,2016,2,16,13:30:00:000,13,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE DAY SHIFT,SE DAY SHIFT,Citizen Interaction,Failure to make a report when approached by a citizen,Not Sustained,Incident Location,6755,Emerson,Avenue,S,Indianapolis,6742,White,Male,71,2300,White,Male,54,17,16-618,2016-02-16T18:30:00Z
1451,12646,Citizen Complaint,Not Applicable,CPCO (Informal),2016-02-23,2016,2,23,08:00:00:000,8,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Vehicle Operation,Speeding,Not Sustained,Incident Location,700,300 North,Cty. Rd.,W,Greenfield,6749,Unreported,Female,121,2353,White,Male,48,13,16-619,2016-02-23T13:00:00Z
1452,12673,Citizen Complaint,Investigation,CPCO (Formal),2016-02-11,2016,2,11,13:30:00:000,13,CRIMINAL INVESTIGATION DIVISION,HOMICIDE AND ROBBERY,HOMICIDE SECTION (MIDDLE),HOMICIDE UNIT (MIDDLE),Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and sops",Sustained,Incident Location,4825,Arlington,Avenue,N,Indianapolis,6765,Black,Male,18,2525,Black,Male,39,8,16-012,2016-02-11T18:30:00Z
1453,12673,Citizen Complaint,Investigation,CPCO (Formal),2016-02-11,2016,2,11,13:30:00:000,13,CRIMINAL INVESTIGATION DIVISION,HOMICIDE AND ROBBERY,HOMICIDE SECTION (MIDDLE),HOMICIDE UNIT (MIDDLE),Neglect of Duty,"Failure to make and turn in all reports promptly, accurately, and completely in conformity with department orders.",Sustained,Incident Location,4825,Arlington,Avenue,N,Indianapolis,6765,Black,Male,18,2525,Black,Male,39,8,16-012,2016-02-11T18:30:00Z
1454,12673,Citizen Complaint,Investigation,CPCO (Formal),2016-02-11,2016,2,11,13:30:00:000,13,CRIMINAL INVESTIGATION DIVISION,HOMICIDE AND ROBBERY,HOMICIDE SECTION (MIDDLE),HOMICIDE UNIT (MIDDLE),Substandard Performance,Failure to submit evidence or property to property room as required,Sustained,Incident Location,4825,Arlington,Avenue,N,Indianapolis,6765,Black,Male,18,2525,Black,Male,39,8,16-012,2016-02-11T18:30:00Z
1455,12673,Citizen Complaint,Investigation,CPCO (Formal),2016-02-11,2016,2,11,13:30:00:000,13,CRIMINAL INVESTIGATION DIVISION,HOMICIDE AND ROBBERY,HOMICIDE SECTION (MIDDLE),HOMICIDE UNIT (MIDDLE),Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,4825,Arlington,Avenue,N,Indianapolis,6765,Black,Male,18,2525,Black,Male,39,8,16-012,2016-02-11T18:30:00Z
1456,12673,Citizen Complaint,Investigation,CPCO (Formal),2016-02-11,2016,2,11,13:30:00:000,13,CRIMINAL INVESTIGATION DIVISION,HOMICIDE AND ROBBERY,HOMICIDE SECTION (MIDDLE),HOMICIDE UNIT (MIDDLE),Violation of Any Rule,Failure to follow policy,Exonerated,Incident Location,4825,Arlington,Avenue,N,Indianapolis,6765,Black,Male,18,2525,Black,Male,39,8,16-012,2016-02-11T18:30:00Z
1457,12673,Citizen Complaint,Investigation,CPCO (Formal),2016-02-11,2016,2,11,13:30:00:000,13,CRIMINAL INVESTIGATION DIVISION,HOMICIDE AND ROBBERY,HOMICIDE SECTION (MIDDLE),HOMICIDE UNIT (MIDDLE),Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,4825,Arlington,Avenue,N,Indianapolis,6765,Black,Male,18,2191,White,Male,54,16,16-012,2016-02-11T18:30:00Z
1458,12673,Citizen Complaint,Investigation,CPCO (Formal),2016-02-11,2016,2,11,13:30:00:000,13,CRIMINAL INVESTIGATION DIVISION,HOMICIDE AND ROBBERY,HOMICIDE SECTION (MIDDLE),HOMICIDE UNIT (MIDDLE),Violation of Any Rule,Failure to follow policy,Exonerated,Incident Location,4825,Arlington,Avenue,N,Indianapolis,6765,Black,Male,18,2191,White,Male,54,16,16-012,2016-02-11T18:30:00Z
1459,12674,Citizen Complaint,Investigation,CPCO (Formal),2016-02-15,2016,2,15,03:30:00:000,3,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,11TH RECRUIT CLASS,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,3829,Spann,Avenue,NA,Indianapolis,6766,Black,Female,38,3339,White,Male,33,Unreported,16-013,2016-02-15T08:30:00Z
1460,12674,Citizen Complaint,Investigation,CPCO (Formal),2016-02-15,2016,2,15,03:30:00:000,3,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,11TH RECRUIT CLASS,Substandard Performance,Misuse of discretion,Exonerated,Incident Location,3829,Spann,Avenue,NA,Indianapolis,6766,Black,Female,38,3339,White,Male,33,Unreported,16-013,2016-02-15T08:30:00Z
1461,12698,Citizen Complaint,Call For Service,CPCO (Informal),2016-02-25,2016,2,25,08:30:00:000,8,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,6200,Allisonville,Road,NA,Indianapolis,6778,White,Female,22,503,White,Male,62,32,16-620,2016-02-25T13:30:00Z
1462,12707,Citizen Complaint,Traffic Stop,CPCO (Formal),2016-01-26,2016,1,26,01:30:00:000,1,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,9000,21st,Street,E,Indianapolis,6790,Black,Male,37,2874,White,Male,26,1,16-014,2016-01-26T06:30:00Z
1463,12707,Citizen Complaint,Traffic Stop,CPCO (Formal),2016-01-26,2016,1,26,01:30:00:000,1,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,9000,21st,Street,E,Indianapolis,6790,Black,Male,37,2874,White,Male,26,1,16-014,2016-01-26T06:30:00Z
1464,12707,Citizen Complaint,Traffic Stop,CPCO (Formal),2016-01-26,2016,1,26,01:30:00:000,1,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Search/Seizure,Improper warantless search,Exonerated,Incident Location,9000,21st,Street,E,Indianapolis,6790,Black,Male,37,2874,White,Male,26,1,16-014,2016-01-26T06:30:00Z
1465,12711,Citizen Complaint,Not Applicable,CPCO (Informal),2016-02-26,2016,2,26,07:00:00:000,7,OPERATIONS DIVISION,COMMUNITY AFFAIRS,YOUTH GANG VIOLENCE,SQUAD #3,Citizen Interaction,Intimidation/improper display of police authority,Exonerated,Incident Location,100,Senate,Ave,N,Indianapolis,6791,Unreported,Male,121,217,Black,Female,60,30,16-621,2016-02-26T12:00:00Z
1466,12752,Citizen Complaint,Investigation,CPCO (Formal),2016-02-20,2016,2,20,16:30:00:000,16,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,5589,Scarlett,Drive,NA,Indianapolis,6818,Hispanic,Female,28,3287,White,Male,24,1,16-015,2016-02-20T21:30:00Z
1467,12752,Citizen Complaint,Investigation,CPCO (Formal),2016-02-20,2016,2,20,16:30:00:000,16,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,Unreported,Use of Force,Members shall not use more force than reasonably necessary,Exonerated,Incident Location,5589,Scarlett,Drive,NA,Indianapolis,6818,Hispanic,Female,28,3287,White,Male,24,1,16-015,2016-02-20T21:30:00Z
1468,12757,Citizen Complaint,Investigation,CPCO (Formal),2016-01-03,2016,1,3,20:12:00:000,20,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,11TH RECRUIT CLASS,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,2401,Guilford,Avenue,NA,Indianapolis,1619,White,Male,43,3232,White,Female,32,1,16-016,2016-01-04T01:12:00Z
1469,12757,Citizen Complaint,Investigation,CPCO (Formal),2016-01-03,2016,1,3,20:12:00:000,20,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,11TH RECRUIT CLASS,Violation of Any Law,Criminal mischief,Not Sustained,Incident Location,2401,Guilford,Avenue,NA,Indianapolis,1619,White,Male,43,3232,White,Female,32,1,16-016,2016-01-04T01:12:00Z
1470,12757,Citizen Complaint,Investigation,CPCO (Formal),2016-01-03,2016,1,3,20:12:00:000,20,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,11TH RECRUIT CLASS,Violation of Any Law,Trespass,Exonerated,Incident Location,2401,Guilford,Avenue,NA,Indianapolis,1619,White,Male,43,3232,White,Female,32,1,16-016,2016-01-04T01:12:00Z
1471,12757,Citizen Complaint,Investigation,CPCO (Formal),2016-01-03,2016,1,3,20:12:00:000,20,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,11TH RECRUIT CLASS,Violation of Any Law,Theft,Exonerated,Incident Location,2401,Guilford,Avenue,NA,Indianapolis,1619,White,Male,43,3232,White,Female,32,1,16-016,2016-01-04T01:12:00Z
1472,12757,Citizen Complaint,Investigation,CPCO (Formal),2016-01-03,2016,1,3,20:12:00:000,20,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,11TH RECRUIT CLASS,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,2401,Guilford,Avenue,NA,Indianapolis,1619,White,Male,43,2299,White,Male,46,15,16-016,2016-01-04T01:12:00Z
1473,12757,Citizen Complaint,Investigation,CPCO (Formal),2016-01-03,2016,1,3,20:12:00:000,20,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,11TH RECRUIT CLASS,Violation of Any Law,Criminal mischief,Not Sustained,Incident Location,2401,Guilford,Avenue,NA,Indianapolis,1619,White,Male,43,2299,White,Male,46,15,16-016,2016-01-04T01:12:00Z
1474,12757,Citizen Complaint,Investigation,CPCO (Formal),2016-01-03,2016,1,3,20:12:00:000,20,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,11TH RECRUIT CLASS,Violation of Any Law,Trespass,Exonerated,Incident Location,2401,Guilford,Avenue,NA,Indianapolis,1619,White,Male,43,2299,White,Male,46,15,16-016,2016-01-04T01:12:00Z
1475,12757,Citizen Complaint,Investigation,CPCO (Formal),2016-01-03,2016,1,3,20:12:00:000,20,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,11TH RECRUIT CLASS,Violation of Any Law,Theft,Exonerated,Incident Location,2401,Guilford,Avenue,NA,Indianapolis,1619,White,Male,43,2299,White,Male,46,15,16-016,2016-01-04T01:12:00Z
1476,12760,Citizen Complaint,Call For Service,CPCO (Informal),2016-02-27,2016,2,27,23:55:00:000,23,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE TACTICAL SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,2830,Foxbriar,Place,NA,Indianapolis,6826,Unreported,Female,121,584,White,Male,57,24,16-622,2016-02-28T04:55:00Z
1477,12801,Citizen Complaint,Investigation,CPCO (Informal),2016-01-29,2016,1,29,01:02:03:004,1,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE DETECTIVE SECTION,SE DETECTIVE MIDDLE SHIFT,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,1150,Shelby,Street,NA,Indianapolis,6854,White,Male,55,2240,White,Male,62,14,16-623,2016-01-29T06:02:03Z
1478,12829,Citizen Complaint,Traffic Stop,CPCO (Informal),2016-03-02,2016,3,2,21:08:00:000,21,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,3204,44th,Street,E,Indianapolis,6870,White,Male,25,3012,White,Male,30,6,16-624,2016-03-03T02:08:00Z
1479,12944,Citizen Complaint,Investigation,CPCO (Formal),2016-01-15,2016,1,15,01:02:03:004,1,CRIMINAL INVESTIGATION DIVISION,HOMICIDE AND ROBBERY,ROBBERY/AGG ASSAULT SECTION,AGGRAVATED ASSAULT UNIT,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,200,Washington,Street,E,Indianapolis,6919,White,Female,42,1309,White,Female,46,18,16-017,2016-01-15T06:02:03Z
1480,12957,Citizen Complaint,Traffic Stop,CPCO (Informal),2016-03-02,2016,3,2,18:08:00:000,18,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,2300,38th,Street,E,Indianapolis,6933,White,Male,29,3012,White,Male,30,6,16-625,2016-03-02T23:08:00Z
1481,12976,Citizen Complaint,Not Applicable,CPCO (Informal),2016-03-09,2016,3,9,14:00:00:000,14,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,Vehicle Operation,Aggressive or unsafe driving,Not Sustained,Incident Location,100,Senate,Ave,N,Indianapolis,6943,Unreported,Male,121,1792,White,Female,35,9,16-626,2016-03-09T19:00:00Z
1482,12983,Citizen Complaint,Not Applicable,CPCO (Informal),2016-03-10,2016,3,10,12:00:00:000,12,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,MOUNTED PATROL SECTION,MOUNTED PATROL UNIT,Breach of Discipline,Conduct detrimental to the efficient operation and/or general discipline of the department,Exonerated,Incident Location,302,Alabama,Street,NA,Indianapolis,6950,White,Male,29,1299,Black,Male,56,29,16-627,2016-03-10T17:00:00Z
1483,12983,Citizen Complaint,Not Applicable,CPCO (Informal),2016-03-10,2016,3,10,12:00:00:000,12,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,MOUNTED PATROL SECTION,MOUNTED PATROL UNIT,Animal Incidents,Mistreatment of animals,Exonerated,Incident Location,302,Alabama,Street,NA,Indianapolis,6950,White,Male,29,1299,Black,Male,56,29,16-627,2016-03-10T17:00:00Z
1484,12985,Citizen Complaint,Traffic Stop,CPCO (Informal),2016-03-11,2016,3,11,10:45:00:000,10,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE TACTICAL SHIFT,Unreported,Vehicle Operation,Other moving traffic violation,Exonerated,Incident Location,100,Senate,Ave,N,Indianapolis,6951,White,Male,21,2032,White,Male,35,12,16-628,2016-03-11T15:45:00Z
1485,13053,Citizen Complaint,Call For Service,CPCO (Informal),2016-03-12,2016,3,12,20:12:00:000,20,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,1424,Campbell,Avenue,NA,Indianapolis,7378,White,Female,52,2520,Black,Male,39,8,16-629,2016-03-13T01:12:00Z
1486,13100,Citizen Complaint,Traffic Stop,CPCO (Formal),2016-03-11,2016,3,11,13:02:00:000,13,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,TRAFFIC ENFORCEMENT SECTION,TRAFFIC ENFORCEMENT UNIT,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,100,Senate,Ave,N,Indianapolis,6993,Black,Female,32,198,White,Male,51,29,16-018,2016-03-11T18:02:00Z
1487,13100,Citizen Complaint,Traffic Stop,CPCO (Formal),2016-03-11,2016,3,11,13:02:00:000,13,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,TRAFFIC ENFORCEMENT SECTION,TRAFFIC ENFORCEMENT UNIT,Bias-Based Profiling,Race,Not Sustained,Incident Location,100,Senate,Ave,N,Indianapolis,6993,Black,Female,32,198,White,Male,51,29,16-018,2016-03-11T18:02:00Z
1488,13125,Citizen Complaint,Not Applicable,CPCO (Informal),2016-03-16,2016,3,16,13:45:00:000,13,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,Unreported,Vehicle Operation,Texting while driving,Not Sustained,Incident Location,4300,Michigan,Road,NA,Indianapolis,6999,Unreported,Female,121,2376,White,Male,39,10,16-630,2016-03-16T17:45:00Z
