OBJECTID,UCR,CRIME,DATE_,TIME,CASE,ADDRESS,BEAT,X_COORD,Y_COORD
138359,233,LARCENY-OVER 200-FROM AUTO,2019-04-29T00:00:00.000Z,18:09,I190043624A,622 LEXINGTON AVE AVE,DT22,193255.22,1643634.79
138360,233,LARCENY-OVER 200-FROM AUTO,2019-04-29T00:00:00.000Z,18:30,I190044013A,6715 DERBYSHIRE RD RD,SE34,200076.29,1610272.68
138364,233,LARCENY-OVER 200-FROM AUTO,2019-04-29T00:00:00.000Z,20:00,I190043790A,1340 N N PARK AVE AVE,NE11,192870.13,1652674.69
138361,233,LARCENY-OVER 200-FROM AUTO,2019-04-29T00:00:00.000Z,19:00,I190043673A,N DEARBORN ST/BROOKSIDE PARKWAY S DR S,NE21,203193.43,1654050.85
138362,233,LARCENY-OVER 200-FROM AUTO,2019-04-29T00:00:00.000Z,19:00,I190043692A,615 S S COLLEGE AVE AVE,DT22,193289.45,1643050.6
138363,233,LARCENY-OVER 200-FROM AUTO,2019-04-29T00:00:00.000Z,19:33,I190043655A,922 COTTAGE AVE,SE21,194200.01,1639319.58
138365,233,LARCENY-OVER 200-FROM AUTO,2019-04-29T00:00:00.000Z,20:00,I190043931A,1812 N N CENTENNIAL ST ST,NW21,174388.7,1654830.87
138366,233,LARCENY-OVER 200-FROM AUTO,2019-04-29T00:00:00.000Z,21:00,I190043816A,2750 FORTUNE CIR W CIR W,SW22,160846.26,1630693.59
138367,233,LARCENY-OVER 200-FROM AUTO,2019-04-29T00:00:00.000Z,21:58,I190043712A,3550 E E 86TH ST ST,ND53,204686.72,1698565.84
138368,233,LARCENY-OVER 200-FROM AUTO,2019-04-29T00:00:00.000Z,22:01,I190043714A,3502 E 86TH ST,ND53,204374.3,1698923.89
138369,233,LARCENY-OVER 200-FROM AUTO,2019-04-29T00:00:00.000Z,22:02,I190043719A,1130 W W 86TH ST ST,ND52,184385.29,1699183.76
138370,233,LARCENY-OVER 200-FROM AUTO,2019-04-29T00:00:00.000Z,23:03,I190043739A,948 N N IRVINGTON AVE AVE,NE42,212879.15,1651054.69
138371,233,LARCENY-OVER 200-FROM AUTO,2019-04-29T00:00:00.000Z,99:99,I190044358A,533 N ROCHESTER AVE,SW11,172455.61,1649075.67
138372,233,LARCENY-OVER 200-FROM AUTO,2019-04-30T00:00:00.000Z,06:32,I190044242A,2656 WESTBROOK AVE AVE,SW22,166768.6,1631468.09
138373,233,LARCENY-OVER 200-FROM AUTO,2019-04-30T00:00:00.000Z,07:00,I190044333A,3640 WATSON RD RD,ND13,193285.61,1666505.84
138374,233,LARCENY-OVER 200-FROM AUTO,2019-04-30T00:00:00.000Z,08:20,I190043826A,1521 N N COLLEGE AVE AVE,NE11,193772.61,1653476.32
138375,233,LARCENY-OVER 200-FROM AUTO,2019-04-30T00:00:00.000Z,09:43,I190043858A,2236 E E 10TH ST ST,NE21,199833.64,1651386.53
138376,233,LARCENY-OVER 200-FROM AUTO,2019-04-30T00:00:00.000Z,12:43,I190043964A,7245 US 31 S S,SE33,193375,1607749.48
138377,233,LARCENY-OVER 200-FROM AUTO,2019-04-30T00:00:00.000Z,17:13,I190044530A,801 LINCOLNWOOD LN LN,ND51,185920.63,1685475.47
138378,233,LARCENY-OVER 200-FROM AUTO,2019-04-30T00:00:00.000Z,18:30,I190044894A,601 E NEW YORK ST,DT21,193050.88,1647577.28
138379,233,LARCENY-OVER 200-FROM AUTO,2019-04-30T00:00:00.000Z,18:49,I190044090A,EAGLE CREEK PKWY/CHARDONNAY DR,NW42,154850.87,1668650.69
138380,233,LARCENY-OVER 200-FROM AUTO,2019-04-30T00:00:00.000Z,19:18,I190044105A,1 E E SOUTH ST ST,DT22,189881.18,1644137.56
138381,233,LARCENY-OVER 200-FROM AUTO,2019-04-30T00:00:00.000Z,19:30,I190044169A,9115 HAGUE RD RD,ND63,225375.37,1702211.04
138382,234,LARCENY-OVER 200-AUTO ACCESS,2018-11-01T00:00:00.000Z,00:00,I190041980A,740 S FULLER DR,SW21,165107.99,1641925.19
138383,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-01T00:00:00.000Z,08:12,I190032491A,1740 STOUT FIELD E DR DR E,SW22,168852.25,1636710.39
138384,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-01T00:00:00.000Z,19:00,I190032959A,1800 KOEHNE ST,NW11,181364.29,1655078.5
138385,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-01T00:00:00.000Z,21:05,I190032797A,E 38TH ST/SUTHERLAND AVE,ND21,198056.62,1667432.61
138386,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-02T00:00:00.000Z,20:00,I190033973A,4901 N WASHINGTON BLVD,ND41,191818.31,1673831.03
138387,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-03T00:00:00.000Z,14:25,I190033488A,2300 E E 44TH ST ST,ND13,199855.93,1671526.97
138388,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-03T00:00:00.000Z,22:30,I190033830A,7855 CIMARRON TRL,SW31,150144.05,1649768.44
138389,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-04T00:00:00.000Z,20:00,I190035227A,2445 DIRECTORS ROW,SW22,161129.07,1633557.54
138390,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-05T00:00:00.000Z,05:41,I190034154A,5801 W W 82ND ST ST,NW62,160875.3,1695591.64
138391,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-05T00:00:00.000Z,07:12,I190034162A,1913 W W 16TH ST ST,NW11,179826.86,1654316.72
138392,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-05T00:00:00.000Z,08:00,I190034214A,8485 W W WASHINGTON ST ST,SW32,146836.75,1634430.35
138393,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-05T00:00:00.000Z,08:00,I190034970A,4444 DECATUR BLVD BLVD,SW41,155669.69,1621672.83
138394,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-05T00:00:00.000Z,12:30,I190034386A,301 S S MERIDIAN ST ST,DT22,189923.79,1644668.93
138395,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-05T00:00:00.000Z,12:55,I190035369A,1414 BATES ST ST,SE11,196323.71,1644713.2
138396,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-05T00:00:00.000Z,15:30,I190035240A,7210 GEORGETOWN RD,NW62,165800.69,1688887.9
138397,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-05T00:00:00.000Z,16:30,I190035756A,3421 W WASHINGTON ST,SW11,173491.47,1644808.95
138398,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-05T00:00:00.000Z,18:30,I190035238A,1310 EUGENE ST ST,NW13,182395.44,1661626.27
138399,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-05T00:00:00.000Z,23:07,I190034486A,E SOUTH ST S/S PENNSYLVANIA ST,DT22,190338.06,1644262.9
138400,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-06T00:00:00.000Z,13:52,I190034645A,1842 ELMHURST DR DR,NE61,222563.21,1655671.82
138401,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-07T00:00:00.000Z,21:00,I190035250A,4427 LAKEWAY DR,ND13,202171.13,1672016.42
138402,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-08T00:00:00.000Z,09:35,I190035251A,2101 LUDLOW AVE AVE,NE12,199291.11,1654758.5
138403,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-08T00:00:00.000Z,09:52,I190035274A,2040 S S LYNHURST DR DR,SW22,163927.05,1635747.13
138404,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-08T00:00:00.000Z,20:44,I190035545A,4917 W VERMONT ST,SW21,165725.71,1646967.77
138405,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-10T00:00:00.000Z,10:22,I190041107A,6250 W W 38TH ST ST,NW32,158780.65,1667003.41
138409,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-11T00:00:00.000Z,00:00,I190036615A,3740 LICKRIDGE LN S DR DR S,SE32,205420.12,1622367.5
138406,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-10T00:00:00.000Z,12:30,I190036180A,3944 GATEWAY CT CT,NW32,158975.39,1668175.75
138407,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-10T00:00:00.000Z,14:00,I190036310A,20 N PENNSYLVANIA ST,DT21,190355.58,1646520.12
138408,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-10T00:00:00.000Z,18:51,I190036340A,845 WOODRUFF PL W DR DR W,NE22,197889.95,1650596.02
138410,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-11T00:00:00.000Z,19:00,I190036968A,6110 E E WASHINGTON ST ST,NE42,217179.43,1647666.79
138411,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-12T00:00:00.000Z,10:18,I190038045A,5341 N N KEYSTONE AVE AVE,ND42,200256.89,1676283
138412,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-13T00:00:00.000Z,05:00,I190037441A,5805 ROCKVILLE RD,SW21,160451.24,1644874.15
138413,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-15T00:00:00.000Z,06:43,I190037991A,1249 S S REISNER ST ST,SW12,181083.08,1640168.29
138414,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-17T00:00:00.000Z,20:30,I190039370A,5415 LAKE BOGGS ST ST,NW33,159698.6,1676509.5
138415,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-18T00:00:00.000Z,16:00,I190039710A,8263 HARCOURT RD RD,ND52,180215.6,1696850.36
138416,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-18T00:00:00.000Z,23:30,I190039687A,7809 ELLA DOBBS LN LN,SE33,197686.69,1604726.7
138417,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-19T00:00:00.000Z,06:35,I190039683A,6843 FARIS AVE AVE,ND31,220517.77,1670728.2
138418,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-20T00:00:00.000Z,09:25,I190040071A,3650 LAFAYETTE RD RD,NW22,169289.73,1665919.68
138419,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-21T00:00:00.000Z,18:53,I190043230A,3726 N N MITTHOEFER RD RD,NE51,236954.02,1667078.11
138420,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-22T00:00:00.000Z,19:00,I190041077A,5245 W WASHINGTON ST,SW21,164185.75,1641147.25
138421,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-23T00:00:00.000Z,09:55,I190041094A,3129 BALTIMORE AVE AVE,ND21,200029.14,1663096.11
138422,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-23T00:00:00.000Z,10:22,I190041107B,6250 W W 38TH ST ST,NW32,158780.65,1667003.41
138423,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-23T00:00:00.000Z,17:26,I190041318A,4007 N N HIGH SCHOOL RD RD,NW32,158557,1668539.38
138424,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-24T00:00:00.000Z,08:50,I190041774A,5435 E WASHINGTON ST,NE42,213505.21,1647172.37
138425,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-25T00:00:00.000Z,07:08,I190041911A,2058 DR M L KING JR ST ST,NW11,186707.02,1656346.75
138426,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-26T00:00:00.000Z,08:00,I190042472A,2307 DIRECTORS ROW,SW22,160332.65,1634376.99
138427,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-26T00:00:00.000Z,18:11,I190044091A,5323 W W 38TH ST ST,NW31,163597.1,1667027.92
138428,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-26T00:00:00.000Z,22:51,I190042640A,6828 E E 42ND ST ST,ND31,220447.36,1670258.85
138429,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-27T00:00:00.000Z,06:30,I190043487A,3902 S S EAST ST ST,SE23,192358.58,1625078.25
138430,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-27T00:00:00.000Z,99:99,I190044980A,2346 S LYNHURST DR,SW22,163610.38,1633599.99
138431,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-29T00:00:00.000Z,05:19,I190043356A,3961 SUNSHINE AV,NW51,172271.69,1668397.06
138432,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-29T00:00:00.000Z,18:15,I190043856A,550 E E HANNA AVE AVE,SE23,192173.32,1624682.76
138433,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-29T00:00:00.000Z,19:30,I190043880A,7832 W 10TH ST,NW41,150144.5,1650883.8
138434,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-29T00:00:00.000Z,20:00,I190043837A,5224 W W SOUTHERN AVE AVE,SW22,164251.37,1632199.41
138435,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-29T00:00:00.000Z,23:00,I190043955A,621 E E OHIO ST ST,DT21,193106.83,1647104.12
138436,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-30T00:00:00.000Z,00:00,I190043844A,5802 E E SOUTHERN AVE AVE,SE14,214993.19,1633187.48
138437,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-30T00:00:00.000Z,00:00,I190043863A,1345 BROOKVILLE WAY WAY,SE14,222098.73,1639972.05
138438,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-30T00:00:00.000Z,00:20,I190043864A,315 N N SENATE AVE AVE,DT11,188507.3,1647954.93
138439,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-30T00:00:00.000Z,00:30,I190047146A,1435 BROOKVILLE WAY WAY,SE14,221830.67,1639855.02
138440,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-30T00:00:00.000Z,08:13,I190043832A,5245 W W WASHINGTON ST ST,SW21,164349.34,1641283.88
138441,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-30T00:00:00.000Z,15:41,I190044048A,2435 CARDINAL DR DR,SE34,200501.18,1612172.95
138442,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-30T00:00:00.000Z,16:38,I190044079A,6830 DAVID CT CT,ND31,220490.42,1670544.45
138443,234,LARCENY-OVER 200-AUTO ACCESS,2019-04-30T00:00:00.000Z,17:52,I190044071A,2725 W W THOMPSON RD RD,SW51,176487.5,1618934.9
138444,235,LARCENY-OVER 200-BICYCLE,2019-04-01T00:00:00.000Z,12:00,I190036271A,705 E E WALNUT ST ST,DT21,193619.67,1649809.85
138445,235,LARCENY-OVER 200-BICYCLE,2019-04-06T00:00:00.000Z,10:30,I190034719A,40 E E ST CLAIR ST ST,DT21,190287.39,1650216.89
138446,235,LARCENY-OVER 200-BICYCLE,2019-04-10T00:00:00.000Z,21:00,I190036516A,3540 N MERIDIAN ST,ND11,190235.63,1665712.24
138447,235,LARCENY-OVER 200-BICYCLE,2019-04-15T00:00:00.000Z,16:16,I190038297A,3207 FALCON DR DR,NW22,169280.19,1663187.55
138448,235,LARCENY-OVER 200-BICYCLE,2019-04-15T00:00:00.000Z,22:53,I190038364A,3001 N N CAPITOL AVE AVE,ND11,189069.27,1662258.4
138449,235,LARCENY-OVER 200-BICYCLE,2019-04-27T00:00:00.000Z,18:41,I190042887A,401 E E MICHIGAN ST ST,DT21,192315.89,1648728.89
138450,236,LARCENY-OVER 200-FROM BUILDI,2017-05-09T00:00:00.000Z,99:99,I190047715A,1801 E 86TH ST,ND70,198166.26,1699114.08
138454,236,LARCENY-OVER 200-FROM BUILDI,2019-02-20T00:00:00.000Z,11:35,I190049133A,7246 RUE DE MARGOT DR,ND51,177737.78,1689276.02
138451,236,LARCENY-OVER 200-FROM BUILDI,2018-12-15T00:00:00.000Z,15:32,I190044431A,6331 IDA ST,SW32,158299.89,1643541.11
138452,236,LARCENY-OVER 200-FROM BUILDI,2019-01-19T00:00:00.000Z,19:28,I190039945A,6734 LAMBERT ST ST,SW32,155924.14,1639279.94
138453,236,LARCENY-OVER 200-FROM BUILDI,2019-02-02T00:00:00.000Z,15:35,I190044716A,5620 W WASHINGTON ST,SW21,162504.62,1640734.52
138455,236,LARCENY-OVER 200-FROM BUILDI,2019-03-01T00:00:00.000Z,16:45,I190046847A,8444 E E WASHINGTON ST ST,NE61,229077.68,1648409.87
138456,236,LARCENY-OVER 200-FROM BUILDI,2019-03-01T00:00:00.000Z,21:33,I190046179A,5421 E E 17TH ST ST,NE32,212825.69,1654361.79
138457,236,LARCENY-OVER 200-FROM BUILDI,2019-03-05T00:00:00.000Z,17:00,I190028398A,1636 DURDEN CT,NW41,151925.74,1653782.61
138458,236,LARCENY-OVER 200-FROM BUILDI,2019-03-13T00:00:00.000Z,99:99,I190048192A,5033 MECCA ST,SW22,165425.2,1635450.32
138459,236,LARCENY-OVER 200-FROM BUILDI,2019-03-15T00:00:00.000Z,16:42,I190026510A,1202 E 38TH ST,ND13,195493.2,1667484.92
138460,236,LARCENY-OVER 200-FROM BUILDI,2019-03-16T00:00:00.000Z,13:00,I190048939A,9060 E 39TH PL,NE52,231985.12,1668545.17
138461,236,LARCENY-OVER 200-FROM BUILDI,2019-03-16T00:00:00.000Z,14:25,I190026818A,1202 E 38TH ST,ND13,195493.2,1667484.92
138462,236,LARCENY-OVER 200-FROM BUILDI,2019-03-24T00:00:00.000Z,16:46,I190041711A,3201 W 10TH ST,SW11,174797.1,1651141.58
138463,236,LARCENY-OVER 200-FROM BUILDI,2019-03-25T00:00:00.000Z,00:00,I190044016A,2857 PALACE DR DR,SW22,165514.54,1630233.91
138464,236,LARCENY-OVER 200-FROM BUILDI,2019-04-01T00:00:00.000Z,00:00,I190049156A,3721 IDLEWOOD PKWY PKWY,NW42,154706.72,1666536.04
138465,236,LARCENY-OVER 200-FROM BUILDI,2019-04-01T00:00:00.000Z,10:06,I190032537A,2001 S BRIDGEPORT RD,SW32,145191.02,1635788.98
138466,236,LARCENY-OVER 200-FROM BUILDI,2019-04-01T00:00:00.000Z,15:45,I190032677A,8111 S S EMERSON AVE AVE,SE43,210968.73,1603287.18
138467,236,LARCENY-OVER 200-FROM BUILDI,2019-04-01T00:00:00.000Z,17:30,I190032714A,444 E E THOMPSON RD RD,SE31,192139.33,1619251.31
138468,236,LARCENY-OVER 200-FROM BUILDI,2019-04-01T00:00:00.000Z,22:30,I190033176A,8120 GLENWILLOW LN LN,NW61,149022.69,1699275.14
138469,236,LARCENY-OVER 200-FROM BUILDI,2019-04-01T00:00:00.000Z,23:50,I190033097A,28 N N LASALLE ST ST,NE23,203542.34,1646867.55
138470,236,LARCENY-OVER 200-FROM BUILDI,2019-04-02T00:00:00.000Z,00:00,I190034368A,5110 WICKS DR,SW22,164136.89,1628410.26
138471,236,LARCENY-OVER 200-FROM BUILDI,2019-04-02T00:00:00.000Z,06:30,I190032947A,2227 N KENYON ST,NE32,218707.08,1657733.97
138472,236,LARCENY-OVER 200-FROM BUILDI,2019-04-02T00:00:00.000Z,08:00,I190033123A,1030 N N BEVILLE AVE AVE,NE21,199951.19,1651625.2
138473,236,LARCENY-OVER 200-FROM BUILDI,2019-04-02T00:00:00.000Z,08:30,I190035376A,4325 FLETCHER AVE AVE,SE13,208030.58,1642853.16
138474,236,LARCENY-OVER 200-FROM BUILDI,2019-04-02T00:00:00.000Z,10:44,I190032956A,6429 E E WASHINGTON ST ST,NE42,218344.01,1647652.07
138475,236,LARCENY-OVER 200-FROM BUILDI,2019-04-03T00:00:00.000Z,00:00,I190033926A,920 WOODROW AVE AVE,SW21,166480.92,1641140.77
138476,236,LARCENY-OVER 200-FROM BUILDI,2019-04-03T00:00:00.000Z,01:35,I190033302A,1434 KENNINGTON ST ST,SE21,191230.02,1639000.82
138477,236,LARCENY-OVER 200-FROM BUILDI,2019-04-03T00:00:00.000Z,11:30,I190036169A,3934 MANN VILLAGE ST ST,SW23,167341.55,1624337
138478,236,LARCENY-OVER 200-FROM BUILDI,2019-04-03T00:00:00.000Z,13:26,I190033448A,8111 S S EMERSON AVE AVE,SE43,210968.73,1603287.18
138479,236,LARCENY-OVER 200-FROM BUILDI,2019-04-03T00:00:00.000Z,13:30,I190033498A,922 N N DELAWARE ST ST,DT21,191082.86,1650731.08
138480,236,LARCENY-OVER 200-FROM BUILDI,2019-04-03T00:00:00.000Z,13:53,I190033475A,10214 BARIBEAU CT CT,NE62,238311.64,1658526.4
138481,236,LARCENY-OVER 200-FROM BUILDI,2019-04-03T00:00:00.000Z,14:00,I190033695A,47 S DEARBORN ST,SE12,203387.22,1646278.01
138482,236,LARCENY-OVER 200-FROM BUILDI,2019-04-03T00:00:00.000Z,17:01,I190033579A,3919 LAFAYETTE RD RD,NW22,167850.59,1667963.01
138483,236,LARCENY-OVER 200-FROM BUILDI,2019-04-03T00:00:00.000Z,18:40,I190033640A,6729 TOWNSEND WAY WAY,NW53,175810.02,1686736.49
138484,236,LARCENY-OVER 200-FROM BUILDI,2019-04-03T00:00:00.000Z,21:30,I190033662A,2958 KESSLER BOULEVARD N DR DR N,NW21,175100,1661598.35
138485,236,LARCENY-OVER 200-FROM BUILDI,2019-04-04T00:00:00.000Z,10:12,I190033783A,640 ESKENAZI AVE,DT11,183006.3,1650310.22
138486,236,LARCENY-OVER 200-FROM BUILDI,2019-04-04T00:00:00.000Z,10:45,I190033804A,8111 S EMERSON AV,SE43,210968.32,1603281.58
138487,236,LARCENY-OVER 200-FROM BUILDI,2019-04-04T00:00:00.000Z,12:25,I190033847A,210 WELCOME WAY BLVD W DR,SW31,152034.36,1646866.09
138488,236,LARCENY-OVER 200-FROM BUILDI,2019-04-04T00:00:00.000Z,16:30,I190034029A,1302 LESLEY AV,NE32,214243.22,1653028.82
138489,236,LARCENY-OVER 200-FROM BUILDI,2019-04-04T00:00:00.000Z,21:00,I190034236A,6815 S EMERSON AVE,SE32,211206.46,1610128.79
138490,236,LARCENY-OVER 200-FROM BUILDI,2019-04-04T00:00:00.000Z,22:29,I190034067A,251 N N SHORTRIDGE RD RD,NE61,223020.1,1648862.72
138491,236,LARCENY-OVER 200-FROM BUILDI,2019-04-04T00:00:00.000Z,22:54,I190034088A,4628 ROUND LAKE RD RD,ND42,201329.62,1673169.19
138492,236,LARCENY-OVER 200-FROM BUILDI,2019-04-05T00:00:00.000Z,00:00,I190035728A,2725 TIMBERLY DR,ND42,201350.45,1686147.06
138493,236,LARCENY-OVER 200-FROM BUILDI,2019-04-05T00:00:00.000Z,01:40,I190034133A,5103 E E WASHINGTON ST ST,NE42,211062.75,1647231.14
138494,236,LARCENY-OVER 200-FROM BUILDI,2019-04-05T00:00:00.000Z,09:13,I190035702A,3943 GUILFORD AVE AVE,ND13,194579.23,1668379.81
138495,236,LARCENY-OVER 200-FROM BUILDI,2019-04-05T00:00:00.000Z,10:54,I190034206A,2002 S S EAST ST ST,SE21,192005.33,1636119.48
138499,236,LARCENY-OVER 200-FROM BUILDI,2019-04-05T00:00:00.000Z,14:59,I190034280A,3750 GUION RD RD,NW22,172050.27,1666656
138496,236,LARCENY-OVER 200-FROM BUILDI,2019-04-05T00:00:00.000Z,11:30,I190035312A,7245 MADISON VILLAGE E DR DR E,SE33,198204.56,1607644.04
138497,236,LARCENY-OVER 200-FROM BUILDI,2019-04-05T00:00:00.000Z,12:59,I190034327A,5324 W W WASHINGTON ST ST,SW21,163730.89,1641117.08
138498,236,LARCENY-OVER 200-FROM BUILDI,2019-04-05T00:00:00.000Z,14:46,I190034269A,E 19TH ST/N LINWOOD AVE,NE31,208165.42,1655395.56
138500,236,LARCENY-OVER 200-FROM BUILDI,2019-04-05T00:00:00.000Z,15:16,I190034291A,520 E E MARKET ST ST,DT21,192612.21,1646679.12
138501,236,LARCENY-OVER 200-FROM BUILDI,2019-04-05T00:00:00.000Z,15:56,I190034306A,3815 N N WASHINGTON BLVD BLVD,ND13,191768.28,1667399.16
138502,236,LARCENY-OVER 200-FROM BUILDI,2019-04-05T00:00:00.000Z,16:00,I190034342A,5932 BLACKLEY LN LN,NW52,159931.55,1680230.73
138503,236,LARCENY-OVER 200-FROM BUILDI,2019-04-05T00:00:00.000Z,17:00,I190035705A,11009 CHERRY LAKE PL PL,NE53,244088.62,1663412.43
138504,236,LARCENY-OVER 200-FROM BUILDI,2019-04-05T00:00:00.000Z,17:25,I190034377A,935 HAUGH ST ST,SW11,176092.1,1650777.73
138505,236,LARCENY-OVER 200-FROM BUILDI,2019-04-05T00:00:00.000Z,99:99,I190037504A,6121 LINDA LN,SW32,159533.47,1643573.45
138506,236,LARCENY-OVER 200-FROM BUILDI,2019-04-06T00:00:00.000Z,00:00,I190036581A,916 N N BOSART AVE AVE,NE41,208926.28,1650811.45
138507,236,LARCENY-OVER 200-FROM BUILDI,2019-04-06T00:00:00.000Z,10:07,I190034602A,3305 GRACELAND AVE AVE,ND11,188802.62,1663911.94
138508,236,LARCENY-OVER 200-FROM BUILDI,2019-04-06T00:00:00.000Z,10:30,I190034717A,11241 LYNCHBURG WAY WAY,NE62,243999.53,1652509.43
138509,236,LARCENY-OVER 200-FROM BUILDI,2019-04-06T00:00:00.000Z,10:39,I190035740A,5420 WEST WIND LN LN,ND62,213254.7,1701027.77
138510,236,LARCENY-OVER 200-FROM BUILDI,2019-04-06T00:00:00.000Z,12:00,I190034633A,3919 LAFAYETTE RD RD,NW22,167850.59,1667963.01
138511,236,LARCENY-OVER 200-FROM BUILDI,2019-04-06T00:00:00.000Z,12:55,I190034624A,3025 W 69TH ST,NW53,175884.77,1687517.16
138512,236,LARCENY-OVER 200-FROM BUILDI,2019-04-06T00:00:00.000Z,16:28,I190035427A,4133 SHADY OAK DR DR,NE52,237991.76,1669960.93
138513,236,LARCENY-OVER 200-FROM BUILDI,2019-04-06T00:00:00.000Z,16:30,I190035018A,8111 S S EMERSON AVE AVE,SE43,210968.73,1603287.18
138514,236,LARCENY-OVER 200-FROM BUILDI,2019-04-06T00:00:00.000Z,17:29,I190034706A,8111 S S EMERSON AVE AVE,SE43,210968.73,1603287.18
138515,236,LARCENY-OVER 200-FROM BUILDI,2019-04-06T00:00:00.000Z,19:39,I190034822A,7 E E WASHINGTON ST ST,DT21,190096.99,1646269.81
138516,236,LARCENY-OVER 200-FROM BUILDI,2019-04-06T00:00:00.000Z,20:26,I190035534A,2023 COUNTRY CG,NW41,148661.12,1655830.77
138517,236,LARCENY-OVER 200-FROM BUILDI,2019-04-06T00:00:00.000Z,23:29,I190034820A,64 S S BELLEVIEW PL PL,SW11,177307.11,1645357.31
138518,236,LARCENY-OVER 200-FROM BUILDI,2019-04-07T00:00:00.000Z,00:00,I190040899A,6758 W RALSTON RD,SW41,155823.22,1600668.24
138519,236,LARCENY-OVER 200-FROM BUILDI,2019-04-07T00:00:00.000Z,11:26,I190034942A,3057 STUART ST ST,ND22,204041.88,1662673.12
138520,236,LARCENY-OVER 200-FROM BUILDI,2019-04-07T00:00:00.000Z,14:36,I190035008A,3940 N N HAWTHORNE LN LN,ND31,212363.64,1668370.62
138521,236,LARCENY-OVER 200-FROM BUILDI,2019-04-07T00:00:00.000Z,15:00,I190035502A,959 N N LINWOOD AVE AVE,NE41,208366.34,1651089.87
138522,236,LARCENY-OVER 200-FROM BUILDI,2019-04-07T00:00:00.000Z,15:58,I190035034A,1079 W W MCCARTY ST ST,SW12,184173.98,1642494.39
138523,236,LARCENY-OVER 200-FROM BUILDI,2019-04-07T00:00:00.000Z,16:02,I190035032A,5717 PORT IRVING DR DR,SW21,160839.45,1647201.25
138524,236,LARCENY-OVER 200-FROM BUILDI,2019-04-07T00:00:00.000Z,22:30,I190035478B,3558 E E TERRACE AVE AVE,SE12,204845.18,1639616.51
138525,236,LARCENY-OVER 200-FROM BUILDI,2019-04-08T00:00:00.000Z,00:00,I190036573A,4551 EDWARDIAN CT CT,NW51,167315.76,1672211.23
