OBJECTID,INCNUM,INCIDENT_TYPE,SERVICE_TYPE,SOURCE,OCCURRED_DT,OCCURRED_TM,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,ALG_CLASS,ALLEGATION,FINDING,ADDR_TXT,STREET_N,STREET,STREET_T,STREET_G,CITY,CITNUM,RACE,SEX,CIT_AGE,OFFNUM,OFF_RACE,OFF_SEX,OFF_AGE,OFF_YR_EMPLOY,LINKNUM
634,4547,Citizen Complaint,Arrest,CPCO (Informal),2014-08-14,14:00:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,,Citizen Interaction,"Rude, discourteous, or insulting language",Sustained,Incident Location,8429,Swift ,Court,,Indianapolis,1268,,Female,,2194,White,Male,45,11,14-732
635,4548,Citizen Complaint,Traffic Stop,CPCO (Informal),2014-07-27,02:30:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,100,Interstate 465 (W/B-31MM),,E,Indianapolis,1269,White,Male,,2349,White,Male,50,12,14-734
636,4548,Citizen Complaint,Traffic Stop,CPCO (Informal),2014-07-27,02:30:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,,Substandard Performance,,Not Sustained,Incident Location,100,Interstate 465 (W/B-31MM),,E,Indianapolis,1269,White,Male,,2349,White,Male,50,12,14-734
637,4548,Citizen Complaint,Traffic Stop,CPCO (Informal),2014-07-27,02:30:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,100,Interstate 465 (W/B-31MM),,E,Indianapolis,1269,White,Male,,2208,White,Male,37,11,14-734
638,4548,Citizen Complaint,Traffic Stop,CPCO (Informal),2014-07-27,02:30:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,,Substandard Performance,,Not Sustained,Incident Location,100,Interstate 465 (W/B-31MM),,E,Indianapolis,1269,White,Male,,2208,White,Male,37,11,14-734
639,4550,Citizen Complaint,Not Applicable,CPCO (Informal),2014-08-28,10:15:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,,Vehicle Operation,Speeding,Not Sustained,Incident Location,2400,Madison,Av,,Indianapolis,1271,Unknown,Male,,3056,Black,Male,32,2,14-735
640,4551,Citizen Complaint,Not Applicable,CPCO (Informal),2014-08-25,08:25:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Vehicle Operation,Speeding,Not Sustained,Incident Location,8600,Lafayette,Road,,Indianapolis,1272,Unknown,Male,,2081,White,Male,38,10,14-736
641,4552,Citizen Complaint,Call For Service,CPCO (Informal),2014-08-28,11:00:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE DAY TACTICAL SHIFT,,Substandard Performance,Failure to properly investigate crash,Exonerated,Incident Location,6100,Southeastern ,Avenue,,Indianapolis,1273,Black,Male,,1579,White,Male,42,14,14-737
642,4572,Citizen Complaint,Not Applicable,CPCO (Informal),2014-09-01,12:07:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,,Vehicle Operation,Texting while driving,Not Sustained,Incident Location,6200,Binford,Blvd,,Indianapolis,1274,Unknown,Female,,1366,White,Male,35,12,14-738
643,4572,Citizen Complaint,Not Applicable,CPCO (Informal),2014-09-01,12:07:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,,Vehicle Operation,Speeding,Not Sustained,Incident Location,6200,Binford,Blvd,,Indianapolis,1274,Unknown,Female,,1366,White,Male,35,12,14-738
644,4576,Citizen Complaint,Call For Service,CPCO (Informal),2014-08-31,15:00:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,3415,Brentwood,Avenue,N,Indianapolis,1276,Unknown,Female,,3067,Black,Male,31,2,14-739
645,4576,Citizen Complaint,Call For Service,CPCO (Informal),2014-08-31,15:00:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,,Substandard Performance,Act or ommission contrary to the obectives of the department,Exonerated,Incident Location,3415,Brentwood,Avenue,N,Indianapolis,1276,Unknown,Female,,3067,Black,Male,31,2,14-739
646,4577,Citizen Complaint,Call For Service,CPCO (Informal),2014-08-30,21:30:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,3902,Glen Arm,Road,N,Indianapolis,1277,Unknown,Female,,3030,White,Male,29,4,14-740
647,4577,Citizen Complaint,Call For Service,CPCO (Informal),2014-08-30,21:30:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,,Substandard Performance,,Exonerated,Incident Location,3902,Glen Arm,Road,N,Indianapolis,1277,Unknown,Female,,3030,White,Male,29,4,14-740
648,4577,Citizen Complaint,Call For Service,CPCO (Informal),2014-08-30,21:30:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,,Citizen Interaction,Failure to make a report when approached by a citizen,Exonerated,Incident Location,3902,Glen Arm,Road,N,Indianapolis,1277,Unknown,Female,,3030,White,Male,29,4,14-740
649,4577,Citizen Complaint,Call For Service,CPCO (Informal),2014-08-30,21:30:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,3902,Glen Arm,Road,N,Indianapolis,1277,Unknown,Female,,39,White,Male,37,13,14-740
650,4577,Citizen Complaint,Call For Service,CPCO (Informal),2014-08-30,21:30:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,,Substandard Performance,,Exonerated,Incident Location,3902,Glen Arm,Road,N,Indianapolis,1277,Unknown,Female,,39,White,Male,37,13,14-740
651,4579,Citizen Complaint,Investigation,CPCO (Formal),2014-08-28,09:30:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - LATE,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,1780,Sloan,Avenue,,Indianapolis,1278,Black,Female,33,1251,White,Male,42,16,14-058
652,4579,Citizen Complaint,Investigation,CPCO (Formal),2014-08-28,09:30:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - LATE,Neglect of Duty,Failure to take proper law enforcement action,Exonerated,Incident Location,1780,Sloan,Avenue,,Indianapolis,1278,Black,Female,33,1251,White,Male,42,16,14-058
653,4579,Citizen Complaint,Investigation,CPCO (Formal),2014-08-28,09:30:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - LATE,Off-Duty Employment,Failure to mark out of service at ODE location when required,Sustained,Incident Location,1780,Sloan,Avenue,,Indianapolis,1278,Black,Female,33,1251,White,Male,42,16,14-058
654,4579,Citizen Complaint,Investigation,CPCO (Formal),2014-08-28,09:30:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - LATE,Off-Duty Employment,Working without an approved work permit,Sustained,Incident Location,1780,Sloan,Avenue,,Indianapolis,1278,Black,Female,33,1251,White,Male,42,16,14-058
655,4579,Citizen Complaint,Investigation,CPCO (Formal),2014-08-28,09:30:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - LATE,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,1780,Sloan,Avenue,,Indianapolis,1293,Black,Female,11,1251,White,Male,42,16,14-058
656,4579,Citizen Complaint,Investigation,CPCO (Formal),2014-08-28,09:30:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - LATE,Neglect of Duty,Failure to take proper law enforcement action,Exonerated,Incident Location,1780,Sloan,Avenue,,Indianapolis,1293,Black,Female,11,1251,White,Male,42,16,14-058
657,4579,Citizen Complaint,Investigation,CPCO (Formal),2014-08-28,09:30:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - LATE,Off-Duty Employment,Failure to mark out of service at ODE location when required,Sustained,Incident Location,1780,Sloan,Avenue,,Indianapolis,1293,Black,Female,11,1251,White,Male,42,16,14-058
658,4579,Citizen Complaint,Investigation,CPCO (Formal),2014-08-28,09:30:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - LATE,Off-Duty Employment,Working without an approved work permit,Sustained,Incident Location,1780,Sloan,Avenue,,Indianapolis,1293,Black,Female,11,1251,White,Male,42,16,14-058
659,4580,Citizen Complaint,Traffic Stop,CPCO (Informal),2014-09-03,08:11:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,3800,Five Points,Road,,Indianapolis,1279,White,Male,,2200,White,Male,39,11,14-741
660,4580,Citizen Complaint,Traffic Stop,CPCO (Informal),2014-09-03,08:11:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,,Vehicle Operation,Aggressive or unsafe driving,Exonerated,Incident Location,3800,Five Points,Road,,Indianapolis,1279,White,Male,,2200,White,Male,39,11,14-741
661,4674,Citizen Complaint,Call For Service,CPCO (Formal),2014-09-05,20:30:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,6753,Stanhope,Way,,Indianapolis,1336,Black,Female,61,1880,White,Male,33,10,14-060
662,4688,Citizen Complaint,Call For Service,CPCO (Formal),2014-09-02,23:30:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,4816,Alsuda,Drive,,Indianapolis,1340,White,Female,29,2550,White,Male,34,6,14-061
663,4688,Citizen Complaint,Call For Service,CPCO (Formal),2014-09-02,23:30:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,,Citizen Interaction,Indecent or lewd language,Exonerated,Incident Location,4816,Alsuda,Drive,,Indianapolis,1340,White,Female,29,2550,White,Male,34,6,14-061
664,4688,Citizen Complaint,Call For Service,CPCO (Formal),2014-09-02,23:30:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,,Substandard Performance,Failure to complete and incident report when necessary,Exonerated,Incident Location,4816,Alsuda,Drive,,Indianapolis,1340,White,Female,29,2550,White,Male,34,6,14-061
665,4688,Citizen Complaint,Call For Service,CPCO (Formal),2014-09-02,23:30:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,,Citizen Interaction,Failure to make a report when approached by a citizen,Exonerated,Incident Location,4816,Alsuda,Drive,,Indianapolis,1340,White,Female,29,2550,White,Male,34,6,14-061
666,4690,Citizen Complaint,Not Applicable,CPCO (Informal),2014-09-03,21:45:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE TACT FOOT AND BICYCLE,,Vehicle Operation,Improper parking,Sustained,Incident Location,39,Jackson,Place,W,Indianapolis,1343,Unknown,Male,,734,White,Male,40,15,14-743
667,4691,Citizen Complaint,Call For Service,CPCO (Informal),2014-09-04,16:00:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,,Substandard Performance,Act or ommission contrary to the obectives of the department,Exonerated,Incident Location,3904,Ireland,Drive,,Indianapolis,1344,Unknown,Male,,3035,White,Male,28,4,14-744
668,4691,Citizen Complaint,Call For Service,CPCO (Informal),2014-09-04,16:00:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,,Neglect of Duty,Failure to take proper law enforcement action,Exonerated,Incident Location,3904,Ireland,Drive,,Indianapolis,1344,Unknown,Male,,3035,White,Male,28,4,14-744
669,4830,Citizen Complaint,Call For Service,CPCO (Informal),2014-09-12,18:30:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Info. Security/Access,"Unauthorized dissimenation of official business, records or data of the department",Not Sustained,Incident Location,7100,Keystone,Avenue,N,Indianapolis,1445,White,Female,,2552,White,Male,31,6,14-747
670,4830,Citizen Complaint,Call For Service,CPCO (Informal),2014-09-12,18:30:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,7100,Keystone,Avenue,N,Indianapolis,1445,White,Female,,2552,White,Male,31,6,14-747
671,4831,Citizen Complaint,Arrest,CPCO (Formal),2014-09-07,11:00:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Sustained,Incident Location,8622,Bluff Point,Way,,Camby,1446,White,Male,36,1465,White,Male,43,13,14-062
672,4831,Citizen Complaint,Arrest,CPCO (Formal),2014-09-07,11:00:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,8622,Bluff Point,Way,,Camby,1446,White,Male,36,1465,White,Male,43,13,14-062
673,4831,Citizen Complaint,Arrest,CPCO (Formal),2014-09-07,11:00:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Not Sustained,Incident Location,8622,Bluff Point,Way,,Camby,1446,White,Male,36,1465,White,Male,43,13,14-062
674,4831,Citizen Complaint,Arrest,CPCO (Formal),2014-09-07,11:00:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Sustained,Incident Location,8622,Bluff Point,Way,,Camby,1446,White,Male,36,1465,White,Male,43,13,14-062
675,4832,Citizen Complaint,Self-Initiated Activity,CPCO (Informal),2014-09-16,22:30:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,1721,52nd,Street,E,Indianapolis,1447,Unknown,Male,,2899,Black,Male,30,5,14-748
676,4833,Citizen Complaint,Call For Service,CPCO (Informal),2014-09-18,12:50:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,9021,38th,Street,E,Indianapolis,1449,Black,Female,,2080,White,Male,38,10,14-749
677,4833,Citizen Complaint,Call For Service,CPCO (Informal),2014-09-18,12:50:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,Substandard Performance,,Not Sustained,Incident Location,9021,38th,Street,E,Indianapolis,1449,Black,Female,,2080,White,Male,38,10,14-749
678,4834,Citizen Complaint,Traffic Stop,CPCO (Informal),2014-09-22,12:27:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - LATE TACTICAL,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,5000,East,Street,S,Indianapolis,1450,White,Male,,2635,White,Male,52,23,14-750
679,4464,Citizen Complaint,Investigation,CPCO (Formal),2014-08-19,13:51:00:000,CRIMINAL INVESTIGATION DIVISION,NARCOTICS AND FIREARMS BUREAU,HUMAN TRAFFICKING,VICE UNIT,Neglect of Duty,Unwarranted holding of property,Exonerated,Incident Location,3525,Shadeland,Avenue,N,Indianapolis,1213,Black,Female,31,2112,White,Male,48,14,14-057
680,4464,Citizen Complaint,Investigation,CPCO (Formal),2014-08-19,13:51:00:000,CRIMINAL INVESTIGATION DIVISION,NARCOTICS AND FIREARMS BUREAU,HUMAN TRAFFICKING,VICE UNIT,Detention/Arrest,No PC/suspicion for arrest/detention,Exonerated,Incident Location,3525,Shadeland,Avenue,N,Indianapolis,1213,Black,Female,31,2112,White,Male,48,14,14-057
681,4464,Citizen Complaint,Investigation,CPCO (Formal),2014-08-19,13:51:00:000,CRIMINAL INVESTIGATION DIVISION,NARCOTICS AND FIREARMS BUREAU,HUMAN TRAFFICKING,VICE UNIT,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,3525,Shadeland,Avenue,N,Indianapolis,1213,Black,Female,31,2112,White,Male,48,14,14-057
682,4464,Citizen Complaint,Investigation,CPCO (Formal),2014-08-19,13:51:00:000,CRIMINAL INVESTIGATION DIVISION,NARCOTICS AND FIREARMS BUREAU,HUMAN TRAFFICKING,VICE UNIT,Violation of Any Law,Theft,Not Sustained,Incident Location,3525,Shadeland,Avenue,N,Indianapolis,1213,Black,Female,31,2112,White,Male,48,14,14-057
683,4464,Citizen Complaint,Investigation,CPCO (Formal),2014-08-19,13:51:00:000,CRIMINAL INVESTIGATION DIVISION,NARCOTICS AND FIREARMS BUREAU,HUMAN TRAFFICKING,VICE UNIT,Neglect of Duty,Unwarranted holding of property,Exonerated,Incident Location,3525,Shadeland,Avenue,N,Indianapolis,1214,Black,Female,25,2112,White,Male,48,14,14-057
684,4464,Citizen Complaint,Investigation,CPCO (Formal),2014-08-19,13:51:00:000,CRIMINAL INVESTIGATION DIVISION,NARCOTICS AND FIREARMS BUREAU,HUMAN TRAFFICKING,VICE UNIT,Detention/Arrest,No PC/suspicion for arrest/detention,Exonerated,Incident Location,3525,Shadeland,Avenue,N,Indianapolis,1214,Black,Female,25,2112,White,Male,48,14,14-057
685,4464,Citizen Complaint,Investigation,CPCO (Formal),2014-08-19,13:51:00:000,CRIMINAL INVESTIGATION DIVISION,NARCOTICS AND FIREARMS BUREAU,HUMAN TRAFFICKING,VICE UNIT,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,3525,Shadeland,Avenue,N,Indianapolis,1214,Black,Female,25,2112,White,Male,48,14,14-057
686,4464,Citizen Complaint,Investigation,CPCO (Formal),2014-08-19,13:51:00:000,CRIMINAL INVESTIGATION DIVISION,NARCOTICS AND FIREARMS BUREAU,HUMAN TRAFFICKING,VICE UNIT,Violation of Any Law,Theft,Not Sustained,Incident Location,3525,Shadeland,Avenue,N,Indianapolis,1214,Black,Female,25,2112,White,Male,48,14,14-057
687,4891,Citizen Complaint,Investigation,CPCO (Informal),2014-08-05,13:00:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,PARKING/INTERSECTION SECTION,PARKING/INTERSECTION UNIT,Citizen Interaction,Failure to make a report when approached by a citizen,Sustained,Incident Location,8900,25th,Street,E,Indianapolis,1472,White,Female,58,2003,White,Male,35,11,14-751
688,4891,Citizen Complaint,Investigation,CPCO (Informal),2014-08-05,13:00:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,PARKING/INTERSECTION SECTION,PARKING/INTERSECTION UNIT,Substandard Performance,Failure to properly investigate crash,Not Sustained,Incident Location,8900,25th,Street,E,Indianapolis,1472,White,Female,58,2003,White,Male,35,11,14-751
689,4891,Citizen Complaint,Investigation,CPCO (Informal),2014-08-05,13:00:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,PARKING/INTERSECTION SECTION,PARKING/INTERSECTION UNIT,Substandard Performance,,Not Sustained,Incident Location,8900,25th,Street,E,Indianapolis,1472,White,Female,58,2003,White,Male,35,11,14-751
690,4891,Citizen Complaint,Investigation,CPCO (Informal),2014-08-05,13:00:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,PARKING/INTERSECTION SECTION,PARKING/INTERSECTION UNIT,Citizen Interaction,Failure to make crash report,Sustained,Incident Location,8900,25th,Street,E,Indianapolis,1472,White,Female,58,2003,White,Male,35,11,14-751
691,4936,Citizen Complaint,Not Applicable,CPCO (Informal),2014-08-22,08:25:00:000,ADMINISTRATION DIVISION,TRAINING BUREAU,FIREARMS TRAINING SECTION,,Vehicle Operation,Speeding,Sustained,Incident Location,700,Interstate 65 (S/B),,E,Indianapolis,1272,Unknown,Male,,539,Black,Male,47,23,14-752
692,4936,Citizen Complaint,Not Applicable,CPCO (Informal),2014-08-22,08:25:00:000,ADMINISTRATION DIVISION,TRAINING BUREAU,FIREARMS TRAINING SECTION,,Vehicle Operation,Speeding,Sustained,Incident Location,700,Interstate 65 (S/B),,E,Indianapolis,1272,Unknown,Male,,539,Black,Male,47,23,14-752
693,4951,Citizen Complaint,Not Applicable,CPCO (Formal),2014-09-24,18:00:00:000,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,LIMITED DUTY,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Sustained,Incident Location,5826,Emmert,Way,,Indianapolis,1507,White,Female,39,1962,White,Male,40,11,14-064
694,4951,Citizen Complaint,Not Applicable,CPCO (Formal),2014-09-24,18:00:00:000,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,LIMITED DUTY,Violation of Any Rule,"Failure to conform to the department's rules, regulations, orders, policies, and SOPs while off duty",Sustained,Incident Location,5826,Emmert,Way,,Indianapolis,1507,White,Female,39,1962,White,Male,40,11,14-064
695,4951,Citizen Complaint,Not Applicable,CPCO (Formal),2014-09-24,18:00:00:000,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,LIMITED DUTY,Citizen Interaction,"Rude, discourteous, or insulting language",Sustained,Incident Location,5826,Emmert,Way,,Indianapolis,1507,White,Female,39,1962,White,Male,40,11,14-064
696,4951,Citizen Complaint,Not Applicable,CPCO (Formal),2014-09-24,18:00:00:000,OTHER ASSIGNMENTS,TEMPORARY ASSIGNMENTS,MANPOWER POOL,LIMITED DUTY,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Sustained,Incident Location,5826,Emmert,Way,,Indianapolis,1507,White,Female,39,1962,White,Male,40,11,14-064
697,4962,Citizen Complaint,Investigation,CPCO (Informal),2014-07-22,02:12:00:000,CRIMINAL INVESTIGATION DIVISION,ORGANIZED CRIME,FRAUD SECTION,FINANCIAL CRIMES UNIT,Substandard Performance,Submission of an inaccurate or incomplete report,Unfounded,Incident Location,2360,Raymond,Street,E,Indianapolis,1518,White,Male,,2,Black,Male,36,13,14-753
698,4964,Citizen Complaint,Investigation,CPCO (Informal),2014-09-26,20:30:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,ACCIDENT INVESTIGATIONS UNIT,Citizen Interaction,"Rude, discourteous, or insulting language",Unfounded,Incident Location,8000,21ST,Street,E,Indianapolis,1519,Black,Female,,3202,Black,Female,32,,14-754
699,5002,Citizen Complaint,Arrest,CPCO (Formal),2014-09-29,20:30:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE TACTICAL SHIFT,,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,8215,Zona,Drive,,Indianapolis,1532,White,Male,16,667,White,Male,45,19,14-065
700,5002,Citizen Complaint,Arrest,CPCO (Formal),2014-09-29,20:30:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE TACTICAL SHIFT,,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,8215,Zona,Drive,,Indianapolis,1532,White,Male,16,667,White,Male,45,19,14-065
701,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014-10-03,10:15:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Bias-Based Profiling,Race,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1082,White,Male,62,17,14-066
702,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014-10-03,10:15:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1082,White,Male,62,17,14-066
703,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014-10-03,10:15:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Substandard Performance,,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1082,White,Male,62,17,14-066
704,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014-10-03,10:15:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Bias-Based Profiling,Race,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,30,White,Male,47,14,14-066
705,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014-10-03,10:15:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Substandard Performance,,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,30,White,Male,47,14,14-066
706,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014-10-03,10:15:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Neglect of Duty,Failure to devote full attention to duties,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1180,White,Male,44,15,14-066
707,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014-10-03,10:15:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Neglect of Duty,Failure to devote full attention to duties,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,392,White,Male,40,13,14-066
708,5054,Citizen Complaint,Traffic Stop,CPCO (Formal),2014-10-03,10:15:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Neglect of Duty,Failure to devote full attention to duties,Exonerated,Incident Location,800,38th,Street,E,Indianapolis,1574,Black,Male,51,1037,White,Male,58,28,14-066
709,5076,Citizen Complaint,Not Applicable,CPCO (Informal),2014-10-02,16:45:00:000,OPERATIONS DIVISION,PARK RANGERS,Park Ranger Section,Park Ranger Unit (Evening),Citizen Interaction,"Rude, discourteous, or insulting gesture(s)",Not Sustained,Incident Location,1250,I-465,,S,Indianapolis,1598,White,Male,,3158,White,Male,48,5,14-757
710,5076,Citizen Complaint,Not Applicable,CPCO (Informal),2014-10-02,16:45:00:000,OPERATIONS DIVISION,PARK RANGERS,Park Ranger Section,Park Ranger Unit (Evening),Vehicle Operation,Aggressive or unsafe driving,Not Sustained,Incident Location,1250,I-465,,S,Indianapolis,1598,White,Male,,3158,White,Male,48,5,14-757
711,5077,Citizen Complaint,Call For Service,CPCO (Informal),2014-10-07,22:00:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,,Citizen Interaction,"Rude, discourteous, or insulting language",Unfounded,Incident Location,1282,Ginger,Street,,Indianapolis,1599,Unknown,Male,,1791,White,Male,38,8,14-758
