INCNUM,OFF_NUM,UOF_FORCE_TYPE,UOF_REASON,CIT_ARRESTED,CITCHARGE_TYPE,DISPOSITION,CIT_WEAPON_TYPE,OFF_SEX,CIT_SEX,OFF_RACE,OFF_AGE,CIT_AGE,YMD_TM,OBJECTID,OCCURRED_DT,OCCURRED_TM,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,FULL_ADD,SERVICE_TYPE,CIT_INJURED,CIT_HOSPITAL,OFF_INJURED,OFF_HOSPITAL,CIT_NUM,CIT_RACE,CIT_COND_TYPE,OFF_YR_EMPLOY,OFF_COND_TYPE,OCCURRED_WEEK_DAY,OCCURRED_HOUR,OCCURRED_QUARTER,OCCURRED_YEAR,lon,lat
50845,3251,PHYSICAL-OTHER,RESISTING ARREST,YES,POSSESSION OF CONTROLLED SUBSTANCE,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,32,2020-09-23T10:04:00Z,84373,2020-09-23,10:04:00,OPERATIONS DIVISION,EAST DISTRICT,NEIGHBORHOOD IMPACT,FLEX TEAM,"1723 N COLORADO STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,24040,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Wed,10,3,2020,-86.0953431,39.7905509
44087,3306,PHYSICAL-WEIGHT LEVERAGE,RESISTING ARREST,YES,WARRANT ARREST,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,23,2020-01-12T20:00:00Z,84378,2020-01-12,20:00:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,UNREPORTED,"2100 S SHELBY STREET, INDIANAPOLIS, IN",INVESTIGATION,YES,YES,NO,NO,24073,WHITE,COMPLAINT OF PAIN,999999,UNREPORTED,Sun,20,1,2020,-86.1397619,39.739556
48586,3339,PHYSICAL-TAKE DOWN,FLEEING,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,36,2020-07-12T01:42:00Z,84392,2020-07-12,01:42:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,"827   BROAD RIPPLE AVENUE, INDIANAPOLIS, IN",INVESTIGATION,NO,NO,NO,NO,26215,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Sun,1,3,2020,-86.14397369999999,39.8696093
48638,3629,PHYSICAL-JOINT/PRESSURE,ASSAULTING OFFICER(S),YES,BATTERY (F),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,54,2020-07-14T17:05:00Z,84394,2020-07-14,17:05:00,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,"4 N BUTLER AVENUE, INDIANAPOLIS, IN",ARREST,YES,YES,YES,NO,26251,BLACK,LACERATION,999999,COMPLAINT OF PAIN,Tue,17,3,2020,-86.080421,39.7704125
48765,2974,PHYSICAL-WEIGHT LEVERAGE,NON-COMPLIANT,YES,DOMESTIC BATTERY (F),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,28,2020-07-20T13:10:00Z,84397,2020-07-20,13:10:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,NEIGHBORHOOD IMPACT,FLEX TEAM,"1134   MEDFORD AVENUE, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,26301,HISPANIC,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Mon,13,3,2020,-86.2097447,39.7830555
44889,3938,PHYSICAL-KNEE STRIKE,RESISTING ARREST,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,27,2020-02-01T19:16:00Z,84420,2020-02-01,19:16:00,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,19TH RECRUIT CLASS,"5345 E TURTLE CREEK DRIVE, INDIANAPOLIS, IN",ARREST,NO,YES,NO,NO,24289,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Sat,19,1,2020,-86.14532299999999,39.6882068
48156,2973,PHYSICAL-TAKE DOWN,UNREPORTED,NO,POSSESSION OF MARIJUANA/HASH (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,44,2020-06-23T07:20:00Z,84433,2020-06-23,07:20:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,"4100 W WASHINGTON STREET, INDIANAPOLIS, IN",UNREPORTED,NO,NO,NO,NO,25958,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Tue,7,2,2020,-86.2318701,39.75848209999999
46269,3381,PHYSICAL-WEIGHT LEVERAGE,COMBATIVE SUSPECT,YES,IMMEDIATE DETENTION,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,20,2020-03-23T18:42:00Z,84451,2020-03-23,18:42:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,UNREPORTED,"2135   NATIONAL AVENUE, INDIANAPOLIS, IN",CALL FOR SERVICE,YES,YES,NO,NO,24967,WHITE,MINOR SCRAPES,999999,NO INJURIES NOTED OR VISIBLE,Mon,18,1,2020,-86.1238904,39.7117769
48416,3698,PHYSICAL-HANDCUFFING,NON-COMPLIANT,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,15,2020-07-05T18:22:00Z,84461,2020-07-05,18:22:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,UNREPORTED,"4837   KENTUCKY AVENUE, INDIANAPOLIS, IN",INVESTIGATION,YES,YES,YES,NO,26233,BLACK,COMPLAINT OF PAIN,999999,NO INJURIES NOTED OR VISIBLE,Sun,18,3,2020,-86.26630860000002,39.6957344
48393,2029,PHYSICAL-TAKE DOWN,FLEEING,YES,STOLEN VEHICLE,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,21,2020-07-03T09:15:00Z,84463,2020-07-03,09:15:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,"3119   COFFEY STREET, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,NO,NO,NO,26099,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Fri,9,3,2020,-86.1841357,39.7197001
46270,3344,PHYSICAL-LEG SWEEP,NON-COMPLIANT,YES,RESIDENTIAL ENTRY,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,41,2020-03-22T22:18:00Z,84471,2020-03-22,22:18:00,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,UNREPORTED,"4360 N ARLINGTON AVENUE, INDIANAPOLIS, IN",CALL FOR SERVICE,YES,YES,NO,NO,24968,HISPANIC,MINOR SCRAPES,999999,NO INJURIES NOTED OR VISIBLE,Sun,22,1,2020,-86.0653221,39.8361697
48815,3930,PHYSICAL-TAKE DOWN,ASSAULTING OFFICER(S),YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,30,2020-07-21T15:36:00Z,84485,2020-07-21,15:36:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,"5829   BYWOOD DRIVE, INDIANAPOLIS, IN",ARREST,NO,YES,YES,NO,26317,BLACK,NO INJURIES NOTED OR VISIBLE,999999,SWELLING,Tue,15,3,2020,-86.0679021,39.8793402
48844,4033,PHYSICAL-HANDCUFFING,RESISTING ARREST,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,FEMALE,WHITE,999999,39,2020-07-23T01:00:00Z,84505,2020-07-23,01:00:00,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,20TH RECRUIT CLASS,"3801 E WASHINGTON STREET, INDIANAPOLIS, IN",ARREST,NO,NO,YES,NO,26367,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Thu,1,3,2020,-86.1017073,39.7689083
48936,3262,PHYSICAL-TAKE DOWN,ASSAULTING OFFICER(S),YES,BATTERY (F),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,37,2020-07-27T00:15:00Z,84508,2020-07-27,00:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,UNREPORTED,"2950 N RUCKLE STREET, INDIANAPOLIS, IN",ARREST,YES,NO,YES,NO,26390,BLACK,MINOR SCRAPES,999999,UNREPORTED,Mon,0,3,2020,-86.1486776,39.8099251
44278,3316,PHYSICAL-WEIGHT LEVERAGE,NON-COMPLIANT,NO,UNREPORTED,IN COMPLIANCE,UNREPORTED,MALE,FEMALE,WHITE,999999,21,2020-01-14T15:47:00Z,84518,2020-01-14,15:47:00,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,"800 N PARKER AVENUE, INDIANAPOLIS, IN",TRAFFIC STOP,NO,NO,NO,NO,24139,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Tue,15,1,2020,-86.1144922,39.77793260000001
48405,1361,PHYSICAL-WEIGHT LEVERAGE,NON-COMPLIANT,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,FEMALE,WHITE,999999,999999,2020-07-05T03:00:00Z,84575,2020-07-05,03:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,"247 S MERIDIAN ST STREET, INDIANAPOLIS, IN",OFF-DUTY EMPLOYMENT,NO,NO,NO,NO,26106,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Sun,3,3,2020,-86.1577606,39.7631191
48883,3719,PHYSICAL-OTHER,COMBATIVE SUSPECT,NO,UNREPORTED,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,16,2020-07-23T18:00:00Z,84618,2020-07-23,18:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,"9200 E 42ND STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,26356,BLACK,NO INJURIES NOTED OR VISIBLE,999999,UNREPORTED,Thu,18,3,2020,-86.0054272,39.8335979
44402,3446,PHYSICAL-TAKE DOWN,FLEEING,NO,POSSESSION OF A HANDGUN (F),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,55,2020-01-21T19:51:00Z,84666,2020-01-21,19:51:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,"3609   BALSAM AVENUE, INDIANAPOLIS, IN",ARREST,YES,NO,NO,NO,24188,BLACK,MINOR BLEEDING,999999,NO INJURIES NOTED OR VISIBLE,Tue,19,1,2020,-86.1371341,39.8226884
48667,3622,PHYSICAL-OTHER,NON-COMPLIANT,YES,UNREPORTED,IN COMPLIANCE,UNREPORTED,MALE,FEMALE,BLACK,999999,32,2020-07-12T03:45:00Z,84684,2020-07-12,03:45:00,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,UNREPORTED,"4006 W 30TH STREET, INDIANAPOLIS, IN",TRAFFIC STOP,NO,NO,NO,NO,26265,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Sun,3,3,2020,-86.22917029999999,39.8098005
48627,2988,PHYSICAL-HANDCUFFING,NON-COMPLIANT,NO,UNREPORTED,IN COMPLIANCE,UNREPORTED,MALE,FEMALE,BLACK,999999,999999,2020-07-14T02:04:00Z,84695,2020-07-14,02:04:00,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE SHIFT,UNREPORTED,"200 E 9TH STREET, INDIANAPOLIS, IN",INVESTIGATION,NO,NO,NO,NO,26242,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Tue,2,3,2020,-86.1540065,39.7790537
48685,3934,PHYSICAL-JOINT/PRESSURE,NON-COMPLIANT,YES,UNREPORTED,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,39,2020-07-16T20:03:00Z,84696,2020-07-16,20:03:00,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,"1351 N HARDING STREET, INDIANAPOLIS, IN",INVESTIGATION,NO,NO,NO,NO,26272,BLACK,UNREPORTED,999999,NO INJURIES NOTED OR VISIBLE,Thu,20,3,2020,-86.187392,39.7858641
48818,2950,PHYSICAL-WEIGHT LEVERAGE,NON-COMPLIANT,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,30,2020-07-21T00:20:00Z,84699,2020-07-21,00:20:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,"3525 N SHADELAND AVENUE, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,NO,NO,NO,26324,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Tue,0,3,2020,-86.0448342,39.8213929
49148,1550,PHYSICAL-HANDCUFFING,ASSAULTING OFFICER(S),YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,42,2020-07-29T10:30:00Z,84709,2020-07-29,10:30:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE DAY SHIFT,SE DAY SHIFT,"1200 E COTTAGE AVENUE, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,NO,NO,NO,26483,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Wed,10,3,2020,-86.1384542,39.74745470000001
48548,3219,PHYSICAL-TAKE DOWN,NON-COMPLIANT,YES,POINTING A FIREARM (F),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,30,2020-07-09T01:00:00Z,84713,2020-07-09,01:00:00,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,UNREPORTED,"1933 E RIVERSIDE DRIVE, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,26184,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Thu,1,3,2020,-86.19077,39.7940762
48664,3126,LESS LETHAL-BEAN BAG,NON-COMPLIANT,YES,POSSESSION OF A HANDGUN (F),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,36,2020-07-15T18:30:00Z,84723,2020-07-15,18:30:00,CRIMINAL INVESTIGATION DIVISION,COVERT INVESTIGATIONS,CRIMINAL INTERDICTION SECTION,CRIMINAL INTERDICTION UNIT,"400 E SUMNER AVENUE, INDIANAPOLIS, IN",INVESTIGATION,YES,YES,NO,NO,26264,WHITE,BRUISING,999999,NO INJURIES NOTED OR VISIBLE,Wed,18,3,2020,-86.15147859999999,39.7152102
48771,3268,PHYSICAL-LEG SWEEP,RESISTING ARREST,YES,DOMESTIC BATTERY (F),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,54,2020-07-19T23:51:00Z,84726,2020-07-19,23:51:00,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,UNREPORTED,"2431 N INDIANAPOLIS AVENUE, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,26307,BLACK,SWELLING,999999,NO INJURIES NOTED OR VISIBLE,Sun,23,3,2020,-86.16777450000001,39.8019067
48676,3244,PHYSICAL-TAKE DOWN,RESISTING ARREST,YES,WARRANT ARREST,IN COMPLIANCE,UNREPORTED,MALE,FEMALE,BLACK,999999,26,2020-07-16T12:50:00Z,84730,2020-07-16,12:50:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,"1800 S LYNHURST DRIVE, INDIANAPOLIS, IN",WARRANT SERVICE,NO,NO,NO,NO,26314,WHITE,UNREPORTED,999999,UNREPORTED,Thu,12,3,2020,-86.25023929999999,39.7422564
48838,2704,PHYSICAL-LEG SWEEP,NON-COMPLIANT,NO,IMMEDIATE DETENTION,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,34,2020-07-22T20:18:00Z,84736,2020-07-22,20:18:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,UNREPORTED,"7315   CHIMNEY ROCK COURT, INDIANAPOLIS, IN",INVESTIGATION,NO,YES,NO,NO,26332,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Wed,20,3,2020,-86.16386969999999,39.6593204
44486,3451,PHYSICAL-TAKE DOWN,FLEEING,YES,CRIMINAL TRESPASS,IN COMPLIANCE,UNREPORTED,MALE,MALE,HISPANIC,999999,25,2020-01-22T20:00:00Z,84747,2020-01-22,20:00:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,UNREPORTED,"3709 E WASHINGTON STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,24206,HISPANIC,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Wed,20,1,2020,-86.1039985,39.7682013
50284,3921,PHYSICAL-HANDCUFFING,RESISTING ARREST,YES,DISORDERLY CONDUCT,IN COMPLIANCE,UNREPORTED,MALE,FEMALE,WHITE,999999,30,2020-09-01T16:45:00Z,84759,2020-09-01,16:45:00,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,"950 N SHADELAND AVENUE, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,26364,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Tue,16,3,2020,-86.0459731,39.7807744
48902,329,PHYSICAL-HANDCUFFING,NON-COMPLIANT,YES,IMMEDIATE DETENTION,IN COMPLIANCE,UNREPORTED,MALE,FEMALE,WHITE,999999,32,2020-07-23T22:55:00Z,84765,2020-07-23,22:55:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,"5221 E WASHINGTON STREET, INDIANAPOLIS, IN",ARREST,YES,YES,YES,NO,26375,BLACK,MINOR SCRAPES,999999,UNREPORTED,Thu,22,3,2020,-86.0802795,39.7700494
44699,3777,PHYSICAL-WEIGHT LEVERAGE,RESISTING ARREST,YES,WARRANT ARREST,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,27,2020-01-29T02:00:00Z,84781,2020-01-29,02:00:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,"4609   GARVOK STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,24291,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Wed,2,1,2020,-86.09807579999999,39.7000176
44839,3459,PHYSICAL-WEIGHT LEVERAGE,COMBATIVE SUSPECT,YES,PUBLIC INTOXICATION,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,26,2020-01-30T20:17:00Z,84801,2020-01-30,20:17:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,"4006   MILLERSVILLE DRIVE, INDIANAPOLIS, IN",INVESTIGATION,YES,YES,NO,NO,24323,WHITE,COMPLAINT OF PAIN,999999,NO INJURIES NOTED OR VISIBLE,Thu,20,1,2020,-86.1243478,39.8289074
44653,3372,PHYSICAL-HANDCUFFING,RESISTING ARREST,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,18,2020-01-27T21:45:00Z,84823,2020-01-27,21:45:00,CRIMINAL INVESTIGATION DIVISION,COVERT INVESTIGATIONS,CRIME GUN INTELLIGENCE CENTER,CGIC SQUAD 2,"4635 S KEYSTONE AVENUE, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,24271,BI-RACIAL,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Mon,21,1,2020,-86.1204784,39.6960387
49203,3687,PHYSICAL-OTHER,COMBATIVE SUSPECT,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,21,2020-07-31T01:02:00Z,84838,2020-07-31,01:02:00,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,20TH RECRUIT CLASS,"6125   WEST LAKE N. DRIVE, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,NO,YES,NO,26507,BI-RACIAL,NO INJURIES NOTED OR VISIBLE,999999,MINOR BLEEDING,Fri,1,3,2020,-86.267499,39.7731483
49191,3541,PHYSICAL-WEIGHT LEVERAGE,ASSAULTING CITIZEN(S),YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,FEMALE,WHITE,999999,46,2020-07-31T18:08:00Z,84852,2020-07-31,18:08:00,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,"4050   DANDY TRAIL NA, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,26499,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Fri,18,3,2020,-86.30093819999999,39.827695
49177,3281,LESS LETHAL-BURNING CS,NON-COMPLIANT,YES,CRIMINAL RECKLESSNESS,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,44,2020-07-11T05:15:00Z,84866,2020-07-11,05:15:00,OPERATIONS DIVISION,NORTH DISTRICT,NEIGHBORHOOD IMPACT,FLEX TEAM,"2242 N SPENCER AVENUE, INDIANAPOLIS, IN",SWAT INCIDENT,NO,NO,NO,NO,26225,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Sat,5,3,2020,-86.0813819,39.7991691
48773,3692,PHYSICAL-JOINT/PRESSURE,RESISTING ARREST,YES,DISORDERLY CONDUCT,IN COMPLIANCE,UNREPORTED,MALE,FEMALE,WHITE,999999,25,2020-07-21T01:35:00Z,84879,2020-07-21,01:35:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,"728 E PERRY STREET, INDIANAPOLIS, IN",INVESTIGATION,NO,NO,NO,NO,26309,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Tue,1,3,2020,-86.145676,39.7201412
49188,4029,UNREPORTED,FLEEING,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,37,2020-07-31T17:10:00Z,84903,2020-07-31,17:10:00,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,20TH RECRUIT CLASS,"1700   PROSPECT STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,26498,WHITE,UNREPORTED,999999,NO INJURIES NOTED OR VISIBLE,Fri,17,3,2020,-86.13065429999999,39.7523975
49342,2549,LESS LETHAL-TASER,RESISTING ARREST,YES,BURGLARY,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,999999,2020-08-04T11:40:00Z,84907,2020-08-04,11:40:00,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,"97 S EDMONDSON AVENUE, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,26575,BLACK,MINOR SCRAPES,999999,UNREPORTED,Tue,11,3,2020,-86.0496344,39.7697637
46288,2403,PHYSICAL-WEIGHT LEVERAGE,RESISTING ARREST,YES,THEFT/RECEIVING STOLEN PROPERTY,IN COMPLIANCE,UNREPORTED,MALE,FEMALE,WHITE,999999,26,2020-03-23T17:50:00Z,84910,2020-03-23,17:50:00,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,"700 N DEQUINCY STREET, INDIANAPOLIS, IN",INVESTIGATION,NO,NO,NO,NO,24981,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Mon,17,1,2020,-86.0874965,39.7767632
46323,3959,UNREPORTED,RESISTING ARREST,YES,RESISTING LAW ENFORCEMENT (M),UNREPORTED,UNREPORTED,MALE,MALE,WHITE,999999,999999,2020-03-26T23:26:00Z,84913,2020-03-26,23:26:00,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,19TH RECRUIT CLASS,"3161 E WASHINGTON STREET, INDIANAPOLIS, IN",ARREST,NO,YES,NO,NO,24998,BLACK,UNREPORTED,999999,UNREPORTED,Thu,23,1,2020,-86.110891,39.768451
46352,3607,PHYSICAL-ELBOW STRIKE,RESISTING ARREST,YES,BATTERY (F),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,35,2020-03-27T23:38:00Z,84915,2020-03-27,23:38:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,UNREPORTED,"637   ARBOR AVENUE, INDIANAPOLIS, IN",ARREST,NO,NO,YES,NO,25015,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Fri,23,1,2020,-86.18381780000001,39.7574033
49324,3947,PHYSICAL-JOINT/PRESSURE,ASSAULTING OFFICER(S),YES,IMMEDIATE DETENTION,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,999999,2020-08-04T17:43:00Z,84920,2020-08-04,17:43:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,"2003 E RUTH DRIVE, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,YES,NO,NO,26567,WHITE,MINOR SCRAPES,999999,NO INJURIES NOTED OR VISIBLE,Tue,17,3,2020,-86.1260581,39.8879892
44698,2236,PHYSICAL-HANDCUFFING,NON-COMPLIANT,YES,PUBLIC INTOXICATION,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,27,2020-01-28T23:08:00Z,84930,2020-01-28,23:08:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,"5345   TURTLE CREEK EAST DRIVE, INDIANAPOLIS, IN",CALL FOR SERVICE,YES,YES,NO,NO,24289,WHITE,LACERATION,999999,NO INJURIES NOTED OR VISIBLE,Tue,23,1,2020,-86.14532299999999,39.6882068
44942,2043,PHYSICAL-FIST STRIKE,RESISTING ARREST,YES,CRIMINAL TRESPASS,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,999999,2020-02-04T05:30:00Z,84933,2020-02-04,05:30:00,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE SHIFT,UNREPORTED,"120 W MARKET STREET, INDIANAPOLIS, IN",ARREST,YES,YES,NO,NO,24358,WHITE,MINOR BLEEDING,999999,NO INJURIES NOTED OR VISIBLE,Tue,5,1,2020,-86.1605433,39.7688582
48961,1660,PHYSICAL-HANDCUFFING,NON-COMPLIANT,YES,BURGLARY,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,38,2020-07-27T13:13:00Z,84961,2020-07-27,13:13:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,NEIGHBORHOOD IMPACT,FLEX TEAM,"508 E MINNESOTA STREET, INDIANAPOLIS, IN",ARREST,YES,YES,NO,NO,26415,WHITE,MINOR SCRAPES,999999,NO INJURIES NOTED OR VISIBLE,Mon,13,3,2020,-86.1491545,39.7448542
